# Created by CSS Data Browser Version 3.2.17.201410011619
# 
# Start Time : 2017/01/28 10:30:22.406000000
# End Time   : 2017/01/29 15:15:41.078000000
# Source     : Plot
# Format     : Decimal (4 digits)
# 
# Data is in TAB-delimited columns, should import into e.g. Excel

# Channel: uB_TPCDrift_HV01_keithleyPickOff/getVoltage
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 
# Channel: uB_OnDetPower_TPCPS_1_1_0/CURR_READ
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 

Time	uB_TPCDrift_HV01_keithleyPickOff/getVoltage Value	uB_OnDetPower_TPCPS_1_1_0/CURR_READ Value
2017/01/29 00:04:05.000000000	-212.4815	3.0748
2017/01/29 00:06:14.000000000	-214.2741	3.1093
2017/01/29 00:08:23.000000000	-212.4695	3.0745
2017/01/29 00:10:32.000000000	-212.6033	3.0848
2017/01/29 00:12:41.000000000	-212.8853	3.0859
2017/01/29 00:14:50.000000000	-212.6876	3.0868
2017/01/29 00:16:59.000000000	-212.6930	3.0856
2017/01/29 00:19:08.000000000	-213.2398	3.0612
2017/01/29 00:21:17.000000000	-213.5183	3.0731
2017/01/29 00:23:26.000000000	-212.9629	3.0821
2017/01/29 00:25:35.000000000	-212.8405	3.0721
2017/01/29 00:27:44.000000000	-212.2153	3.0848
2017/01/29 00:29:53.000000000	-212.1224	3.0469
2017/01/29 00:32:02.000000000	-212.1455	3.0372
2017/01/29 00:34:11.000000000	-211.9315	3.0496
2017/01/29 00:36:20.000000000	-211.7224	3.0258
2017/01/29 00:38:29.000000000	-212.1541	3.0331
2017/01/29 00:40:38.000000000	-212.1074	3.0487
2017/01/29 00:42:47.000000000	-212.0449	3.0450
2017/01/29 00:44:56.000000000	-211.7598	3.0149
2017/01/29 00:47:05.000000000	-211.8587	3.0365
2017/01/29 00:49:14.000000000	-211.9701	3.0188
2017/01/29 00:51:23.000000000	-211.8204	3.0159
2017/01/29 00:53:32.000000000	-212.6233	3.0034
2017/01/29 00:55:41.000000000	-213.4691	3.0181
2017/01/29 00:57:50.000000000	-212.7170	3.0189
2017/01/29 00:59:59.000000000	-212.3444	3.0123
2017/01/29 01:02:08.000000000	-212.2126	3.0287
2017/01/29 01:04:17.000000000	-211.7735	3.0252
2017/01/29 01:06:26.000000000	-212.0177	3.0394
2017/01/29 01:08:35.000000000	-212.1581	3.0426
2017/01/29 01:10:44.000000000	-211.6187	3.0271
2017/01/29 01:12:53.000000000	-211.6334	3.0502
2017/01/29 01:15:02.000000000	-211.5097	2.9701
2017/01/29 01:17:11.000000000	-211.9368	2.9940
2017/01/29 01:19:20.000000000	-211.6465	3.0337
2017/01/29 01:21:29.000000000	-211.5314	3.0045
2017/01/29 01:23:38.000000000	-211.6014	3.0500
2017/01/29 01:25:47.000000000	-211.8933	3.0351
2017/01/29 01:27:56.000000000	-211.6489	3.0284
2017/01/29 01:30:05.000000000	-211.7753	2.9990
2017/01/29 01:32:14.000000000	-211.6557	3.0012
2017/01/29 01:34:23.000000000	-211.6448	3.0230
2017/01/29 01:36:32.000000000	-211.5683	2.9956
2017/01/29 01:38:41.000000000	-212.2557	2.9995
2017/01/29 01:40:50.000000000	-212.1031	3.0150
2017/01/29 01:42:59.000000000	-212.0883	3.0205
2017/01/29 01:45:08.000000000	-211.8992	3.0685
2017/01/29 01:47:17.000000000	-212.4499	3.0622
2017/01/29 01:49:26.000000000	-211.9041	3.0341
2017/01/29 01:51:35.000000000	-211.4737	2.9907
2017/01/29 01:53:44.000000000	-211.3092	2.9547
2017/01/29 01:55:53.000000000	-211.7540	2.9767
2017/01/29 01:58:02.000000000	-212.6728	3.0259
2017/01/29 02:00:11.000000000	-211.8801	3.0239
2017/01/29 02:02:20.000000000	-211.7250	3.0241
2017/01/29 02:04:29.000000000	-211.7486	3.0015
2017/01/29 02:06:38.000000000	-212.1425	2.9991
2017/01/29 02:08:47.000000000	-211.2034	2.9871
2017/01/29 02:10:56.000000000	-211.8199	3.0143
2017/01/29 02:13:05.000000000	-211.2261	2.9717
2017/01/29 02:15:14.000000000	-211.3610	2.9857
2017/01/29 02:17:23.000000000	-211.3624	3.0329
2017/01/29 02:19:32.000000000	-211.2666	3.0540
2017/01/29 02:21:41.000000000	-211.2060	2.9921
2017/01/29 02:23:50.000000000	-211.3630	2.9529
2017/01/29 02:25:59.000000000	-211.3724	3.0298
2017/01/29 02:28:08.000000000	-211.2499	2.9946
2017/01/29 02:30:17.000000000	-211.0659	2.8980
2017/01/29 02:32:26.000000000	-211.2083	2.9590
2017/01/29 02:34:35.000000000	-211.1550	3.0009
2017/01/29 02:36:44.000000000	-211.6129	3.0367
2017/01/29 02:38:53.000000000	-211.1399	2.9352
2017/01/29 02:41:02.000000000	-211.1179	2.9681
2017/01/29 02:43:11.000000000	-211.2899	2.9581
2017/01/29 02:45:20.000000000	-211.4643	2.9610
2017/01/29 02:47:29.000000000	-211.4235	3.0103
2017/01/29 02:49:38.000000000	-211.4008	2.9974
2017/01/29 02:51:47.000000000	-211.1965	2.9018
2017/01/29 02:53:56.000000000	-211.2863	2.9053
2017/01/29 02:56:05.000000000	-211.5884	2.9225
2017/01/29 02:58:14.000000000	-212.0881	2.9857
2017/01/29 03:00:23.000000000	-211.7968	3.0148
2017/01/29 03:02:32.000000000	-211.7645	2.9780
2017/01/29 03:04:41.000000000	-211.8781	2.9376
2017/01/29 03:06:50.000000000	-211.7179	2.9857
2017/01/29 03:08:59.000000000	-212.0051	3.0033
2017/01/29 03:11:08.000000000	-211.7646	3.0065
2017/01/29 03:13:17.000000000	-211.3513	2.9802
2017/01/29 03:15:26.000000000	-211.5423	2.9001
2017/01/29 03:17:35.000000000	-211.5911	2.9994
2017/01/29 03:19:44.000000000	-211.7097	3.0178
2017/01/29 03:21:53.000000000	-211.4307	2.9795
2017/01/29 03:24:02.000000000	-211.3269	2.9873
2017/01/29 03:26:11.000000000	-211.3713	2.9736
2017/01/29 03:28:20.000000000	-211.5883	2.9626
2017/01/29 03:30:29.000000000	-211.5156	2.9884
2017/01/29 03:32:38.000000000	-211.6140	2.9611
2017/01/29 03:34:47.000000000	-211.6713	2.9673
2017/01/29 03:36:56.000000000	-214.4585	2.8849
2017/01/29 03:39:05.000000000	-216.5154	2.8937
2017/01/29 03:41:14.000000000	-216.5180	2.8940
2017/01/29 03:43:23.000000000	-216.5099	2.8938
2017/01/29 03:45:32.000000000	-216.5174	2.8938
2017/01/29 03:47:41.000000000	-216.5215	2.8938
2017/01/29 03:49:50.000000000	-216.5163	2.8943
2017/01/29 03:51:59.000000000	-216.5083	2.8943
2017/01/29 03:54:08.000000000	-216.5114	2.8943
2017/01/29 03:56:17.000000000	-216.5116	2.8943
2017/01/29 03:58:26.000000000	-216.5098	2.8943
2017/01/29 04:00:35.000000000	-216.5118	2.8943
2017/01/29 04:02:44.000000000	-216.5131	2.8943
2017/01/29 04:04:53.000000000	-216.5168	2.8943
2017/01/29 04:07:02.000000000	-216.5142	2.8943
2017/01/29 04:09:11.000000000	-216.5188	2.8943
2017/01/29 04:11:20.000000000	-216.5193	2.8943
2017/01/29 04:13:29.000000000	-216.5167	2.8943
2017/01/29 04:15:38.000000000	-216.5135	2.8943
2017/01/29 04:17:47.000000000	-216.5174	2.8943
2017/01/29 04:19:56.000000000	-216.5160	2.8943
2017/01/29 04:22:05.000000000	-216.5118	2.8943
2017/01/29 04:24:14.000000000	-216.5092	2.8943
2017/01/29 04:26:23.000000000	-216.5086	2.8943
2017/01/29 04:28:32.000000000	-216.5124	2.8943
2017/01/29 04:30:41.000000000	-216.5104	2.8943
2017/01/29 04:32:50.000000000	-216.5110	2.8943
2017/01/29 04:34:59.000000000	-216.5120	2.8943
2017/01/29 04:37:08.000000000	-216.5109	2.8943
2017/01/29 04:39:17.000000000	-216.5095	2.8943
2017/01/29 04:41:26.000000000	-216.5076	2.8943
2017/01/29 04:43:35.000000000	-216.5112	2.8943
2017/01/29 04:45:44.000000000	-212.4762	2.9187
2017/01/29 04:47:53.000000000	-211.7428	2.9651
2017/01/29 04:50:02.000000000	-211.8193	3.0004
2017/01/29 04:52:11.000000000	-211.9335	2.9481
2017/01/29 04:54:20.000000000	-216.0008	2.9783
2017/01/29 04:56:29.000000000	-214.3528	2.9860
2017/01/29 04:58:38.000000000	-211.5610	2.9214
2017/01/29 05:00:47.000000000	-211.5739	2.9134
2017/01/29 05:02:56.000000000	-211.5909	2.9247
2017/01/29 05:05:05.000000000	-211.7409	2.8817
2017/01/29 05:07:14.000000000	-211.9474	2.9455
2017/01/29 05:09:23.000000000	-212.4645	2.9268
2017/01/29 05:11:32.000000000	-212.5288	3.0020
2017/01/29 05:13:41.000000000	-212.2942	2.9464
2017/01/29 05:15:50.000000000	-212.1950	2.9186
2017/01/29 05:17:59.000000000	-212.4780	2.9280
2017/01/29 05:20:08.000000000	-212.3070	2.9496
2017/01/29 05:22:17.000000000	-213.1536	2.9771
2017/01/29 05:24:26.000000000	-213.5592	2.9548
2017/01/29 05:26:35.000000000	-213.7282	3.0164
2017/01/29 05:28:44.000000000	-213.5646	3.0691
2017/01/29 05:30:53.000000000	-213.9401	3.0615
2017/01/29 05:33:02.000000000	-214.4340	3.0358
2017/01/29 05:35:11.000000000	-214.4183	3.0743
2017/01/29 05:37:20.000000000	-214.6269	3.0855
2017/01/29 05:39:29.000000000	-216.4985	3.0875
2017/01/29 05:41:38.000000000	-216.4496	3.0871
2017/01/29 05:43:47.000000000	-216.4082	3.0873
2017/01/29 05:45:56.000000000	-216.4439	3.0878
2017/01/29 05:48:05.000000000	-216.3577	3.0869
2017/01/29 05:50:14.000000000	-216.4179	3.0872
2017/01/29 05:52:23.000000000	-216.4163	3.0875
2017/01/29 05:54:32.000000000	-216.3369	3.0876
2017/01/29 05:56:41.000000000	-216.4942	3.0868
2017/01/29 05:58:50.000000000	-216.4413	3.0875
2017/01/29 06:00:59.000000000	-216.3192	3.0879
2017/01/29 06:03:08.000000000	-216.4749	3.0867
2017/01/29 06:05:17.000000000	-216.3705	3.0870
2017/01/29 06:07:26.000000000	-216.4151	3.0870
2017/01/29 06:09:35.000000000	-216.4936	3.0865
2017/01/29 06:11:44.000000000	-215.9917	3.0882
2017/01/29 06:13:53.000000000	-215.8489	3.0871
2017/01/29 06:16:02.000000000	-215.6913	3.0875
2017/01/29 06:18:11.000000000	-215.5449	3.0883
2017/01/29 06:20:20.000000000	-216.0452	3.0873
2017/01/29 06:22:29.000000000	-215.3208	3.0883
2017/01/29 06:24:38.000000000	-212.9242	3.0582
2017/01/29 06:26:47.000000000	-212.2364	3.0244
2017/01/29 06:28:56.000000000	-212.0466	3.0083
2017/01/29 06:31:05.000000000	-211.9199	2.9679
2017/01/29 06:33:14.000000000	-211.7379	2.9557
2017/01/29 06:35:23.000000000	-211.7274	2.9556
2017/01/29 06:37:32.000000000	-212.0260	2.9579
2017/01/29 06:39:41.000000000	-212.0984	2.9733
2017/01/29 06:41:50.000000000	-211.8687	2.9582
2017/01/29 06:43:59.000000000	-212.0638	2.9407
2017/01/29 06:46:08.000000000	-212.0752	2.9948
2017/01/29 06:48:17.000000000	-212.3351	3.0125
2017/01/29 06:50:26.000000000	-212.3023	3.0404
2017/01/29 06:52:35.000000000	-212.5502	3.0784
2017/01/29 06:54:44.000000000	-213.7248	3.0590
2017/01/29 06:56:53.000000000	-216.3677	3.0441
2017/01/29 06:59:02.000000000	-215.2024	3.0419
2017/01/29 07:01:11.000000000	-213.5435	3.0349
2017/01/29 07:03:20.000000000	-213.3889	2.9993
2017/01/29 07:05:29.000000000	-213.5058	3.1084
2017/01/29 07:07:38.000000000	-213.4434	3.0956
2017/01/29 07:09:47.000000000	-213.3868	3.0296
2017/01/29 07:11:56.000000000	-213.3378	3.0622
2017/01/29 07:14:05.000000000	-213.2719	3.0571
2017/01/29 07:16:14.000000000	-213.0482	3.0821
2017/01/29 07:18:23.000000000	-213.3642	3.0402
2017/01/29 07:20:32.000000000	-213.2841	3.0626
2017/01/29 07:22:41.000000000	-213.5644	3.0846
2017/01/29 07:24:50.000000000	-213.8643	3.0813
2017/01/29 07:26:59.000000000	-213.9509	3.1054
2017/01/29 07:29:08.000000000	-214.1533	3.1056
2017/01/29 07:31:17.000000000	-215.9368	3.1037
2017/01/29 07:33:26.000000000	-216.4539	3.1034
2017/01/29 07:35:35.000000000	-216.3002	3.1037
2017/01/29 07:37:44.000000000	-215.7191	3.1041
2017/01/29 07:39:53.000000000	-214.8948	3.1049
2017/01/29 07:42:02.000000000	-214.7303	3.1049
2017/01/29 07:44:11.000000000	-214.4939	3.1050
2017/01/29 07:46:20.000000000	-214.4034	3.1050
2017/01/29 07:48:29.000000000	-215.8302	3.1046
2017/01/29 07:50:38.000000000	-214.1590	3.1055
2017/01/29 07:52:47.000000000	-212.9201	3.1230
2017/01/29 07:54:56.000000000	-212.4445	3.1118
2017/01/29 07:57:05.000000000	-213.1641	3.0872
2017/01/29 07:59:14.000000000	-211.9449	3.0493
2017/01/29 08:01:23.000000000	-211.9814	3.0205
2017/01/29 08:03:32.000000000	-212.1486	2.9913
2017/01/29 08:05:41.000000000	-212.3144	3.0299
2017/01/29 08:07:50.000000000	-212.3875	3.0229
2017/01/29 08:09:59.000000000	-212.2932	3.0182
2017/01/29 08:12:08.000000000	-213.6258	2.9610
2017/01/29 08:14:17.000000000	-212.9323	2.9874
2017/01/29 08:16:26.000000000	-212.2939	3.0323
2017/01/29 08:18:35.000000000	-211.9345	3.0037
2017/01/29 08:20:44.000000000	-211.7501	2.9642
2017/01/29 08:22:53.000000000	-211.7026	3.0087
2017/01/29 08:25:02.000000000	-211.4134	2.9526
2017/01/29 08:27:11.000000000	-211.4451	2.9824
2017/01/29 08:29:20.000000000	-211.3450	2.9464
2017/01/29 08:31:29.000000000	-211.3868	2.9120
2017/01/29 08:33:38.000000000	-211.2095	2.9069
2017/01/29 08:35:47.000000000	-211.3619	2.9278
2017/01/29 08:37:56.000000000	-211.5169	2.9329
2017/01/29 08:40:05.000000000	-211.3616	2.9290
2017/01/29 08:42:14.000000000	-211.3371	2.8989
2017/01/29 08:44:23.000000000	-211.1360	2.8795
2017/01/29 08:46:32.000000000	-211.4021	2.9392
2017/01/29 08:48:41.000000000	-211.3052	2.9494
2017/01/29 08:50:50.000000000	-211.5467	2.9695
2017/01/29 08:52:59.000000000	-211.3282	2.8921
2017/01/29 08:55:08.000000000	-211.4149	2.8875
2017/01/29 08:57:17.000000000	-211.2417	2.9220
2017/01/29 08:59:26.000000000	-211.5699	2.9327
2017/01/29 09:01:35.000000000	-211.3693	2.9379
2017/01/29 09:03:44.000000000	-211.3746	2.8778
2017/01/29 09:05:53.000000000	-211.3967	2.8631
2017/01/29 09:08:02.000000000	-211.7035	2.8930
2017/01/29 09:10:11.000000000	-211.7662	2.9044
2017/01/29 09:12:20.000000000	-211.6762	2.7565
2017/01/29 09:14:29.000000000	-211.6582	2.0875
2017/01/29 09:16:38.000000000	-211.7913	2.6525
2017/01/29 09:18:47.000000000	-211.5935	2.8716
2017/01/29 09:20:56.000000000	-211.6869	2.8945
2017/01/29 09:23:05.000000000	-211.6689	2.8893
2017/01/29 09:25:14.000000000	-211.5333	2.9097
2017/01/29 09:27:23.000000000	-211.6038	2.8845
2017/01/29 09:29:32.000000000	-211.6726	2.8918
2017/01/29 09:31:41.000000000	-211.6749	2.9257
2017/01/29 09:33:50.000000000	-211.4816	2.8973
2017/01/29 09:35:59.000000000	-211.6281	2.8870
2017/01/29 09:38:08.000000000	-211.7232	2.9460
2017/01/29 09:40:17.000000000	-211.5012	2.8717
2017/01/29 09:42:26.000000000	-211.6154	2.9387
2017/01/29 09:44:35.000000000	-211.3567	2.8520
2017/01/29 09:46:44.000000000	-211.2660	2.8553
2017/01/29 09:48:53.000000000	-211.5075	2.8414
2017/01/29 09:51:02.000000000	-211.6201	2.8675
2017/01/29 09:53:11.000000000	-211.5047	2.8564
2017/01/29 09:55:20.000000000	-211.7709	2.8757
2017/01/29 09:57:29.000000000	-211.6587	2.8456
2017/01/29 09:59:38.000000000	-211.6307	2.8415
2017/01/29 10:01:47.000000000	-211.5351	2.8724
2017/01/29 10:03:56.000000000	-211.7445	2.8664
2017/01/29 10:06:05.000000000	-212.1033	2.9144
2017/01/29 10:08:14.000000000	-211.6964	2.9121
2017/01/29 10:10:23.000000000	-211.7184	2.8788
2017/01/29 10:12:32.000000000	-212.1219	2.8198
2017/01/29 10:14:41.000000000	-212.0017	2.8973
2017/01/29 10:16:50.000000000	-212.3435	2.9043
2017/01/29 10:18:59.000000000	-212.6163	2.9096
2017/01/29 10:21:08.000000000	-213.0018	2.9237
2017/01/29 10:23:17.000000000	-213.3052	2.9323
2017/01/29 10:25:26.000000000	-214.0115	2.9479
2017/01/29 10:27:35.000000000	-213.7658	2.9510
2017/01/29 10:29:44.000000000	-214.2833	2.9487
2017/01/29 10:31:53.000000000	-213.8156	2.9489
2017/01/29 10:34:02.000000000	-214.5202	2.9454
2017/01/29 10:36:11.000000000	-214.8040	2.9550
2017/01/29 10:38:20.000000000	-214.9350	2.9528
2017/01/29 10:40:29.000000000	-214.5310	2.9542
2017/01/29 10:42:38.000000000	-214.5343	2.9514
2017/01/29 10:44:47.000000000	-214.4870	2.9545
2017/01/29 10:46:56.000000000	-214.3747	2.9513
2017/01/29 10:49:05.000000000	-214.5500	2.9465
2017/01/29 10:51:14.000000000	-214.1256	2.9513
2017/01/29 10:53:23.000000000	-214.4198	2.9506
2017/01/29 10:55:32.000000000	-214.3261	2.9545
2017/01/29 10:57:41.000000000	-214.3024	2.9460
2017/01/29 10:59:50.000000000	-214.4813	2.9428
2017/01/29 11:01:59.000000000	-214.5941	2.9435
2017/01/29 11:04:08.000000000	-214.3938	2.9451
2017/01/29 11:06:17.000000000	-213.9342	2.9332
2017/01/29 11:08:26.000000000	-214.3069	2.9498
2017/01/29 11:10:35.000000000	-214.5681	2.9380
2017/01/29 11:12:44.000000000	-214.2271	2.9373
2017/01/29 11:14:53.000000000	-214.1091	2.9442
2017/01/29 11:17:02.000000000	-214.4092	2.9487
2017/01/29 11:19:11.000000000	-214.1077	2.9339
2017/01/29 11:21:20.000000000	-214.0504	2.9423
2017/01/29 11:23:29.000000000	-214.3192	2.9498
2017/01/29 11:25:38.000000000	-214.4029	2.9449
2017/01/29 11:27:47.000000000	-214.1308	2.9403
2017/01/29 11:29:56.000000000	-214.5784	2.9414
2017/01/29 11:32:05.000000000	-214.6514	2.9406
2017/01/29 11:34:14.000000000	-214.3050	2.9314
2017/01/29 11:36:23.000000000	-214.5273	2.9464
2017/01/29 11:38:32.000000000	-214.4851	2.9451
2017/01/29 11:40:41.000000000	-214.6054	2.9297
2017/01/29 11:42:50.000000000	-214.4466	2.9500
2017/01/29 11:44:59.000000000	-214.6211	2.9507
2017/01/29 11:47:08.000000000	-214.6287	2.9457
2017/01/29 11:49:17.000000000	-214.4382	2.9283
2017/01/29 11:51:26.000000000	-214.7705	2.9514
2017/01/29 11:53:35.000000000	-214.9170	2.9564
2017/01/29 11:55:44.000000000	-214.9379	2.9550
2017/01/29 11:57:53.000000000	-216.0167	2.9553
2017/01/29 12:00:02.000000000	-216.4545	2.9551
2017/01/29 12:02:11.000000000	-216.4361	2.9551
2017/01/29 12:04:20.000000000	-216.4359	2.9554
2017/01/29 12:06:29.000000000	-216.3477	2.9558
2017/01/29 12:08:38.000000000	-216.4357	2.9558
2017/01/29 12:10:47.000000000	-216.4074	2.9558
2017/01/29 12:12:56.000000000	-216.4632	2.9558
2017/01/29 12:15:05.000000000	-216.4555	2.9558
2017/01/29 12:17:14.000000000	-216.4596	2.9550
2017/01/29 12:19:23.000000000	-216.4408	2.9550
2017/01/29 12:21:32.000000000	-216.4244	2.9548
2017/01/29 12:23:41.000000000	-216.4477	2.9548
2017/01/29 12:25:50.000000000	-216.4540	2.9551
2017/01/29 12:27:59.000000000	-216.4361	2.9551
2017/01/29 12:30:08.000000000	-216.3854	2.9551
2017/01/29 12:32:17.000000000	-213.5733	2.9553
2017/01/29 12:34:26.000000000	-211.7650	2.9553
2017/01/29 12:36:35.000000000	-209.1564	2.9553
2017/01/29 12:38:44.000000000	-207.0786	2.9553
2017/01/29 12:40:53.000000000	-207.1105	2.9553
2017/01/29 12:43:02.000000000	-205.1230	2.9553
2017/01/29 12:45:11.000000000	-201.3527	2.9553
2017/01/29 12:47:20.000000000	-200.9405	2.9553
2017/01/29 12:49:29.000000000	-200.8645	2.9553
2017/01/29 12:51:38.000000000	-200.8775	2.9553
2017/01/29 12:53:47.000000000	-200.9204	2.9553
2017/01/29 12:55:56.000000000	-200.9043	2.9553
2017/01/29 12:58:05.000000000	-200.9164	2.9553
2017/01/29 13:00:14.000000000	-200.9060	2.9551
2017/01/29 13:02:23.000000000	-200.8697	2.9548
2017/01/29 13:04:32.000000000	-200.9574	2.9548
2017/01/29 13:06:41.000000000	-200.9670	2.9548
2017/01/29 13:08:50.000000000	-200.9262	2.9548
2017/01/29 13:10:59.000000000	-200.9133	2.9548
2017/01/29 13:13:08.000000000	-200.7847	2.3096
2017/01/29 13:15:17.000000000	-200.9427	2.2617
2017/01/29 13:17:26.000000000	-200.9232	2.4841
2017/01/29 13:19:35.000000000	-200.8873	2.4841
2017/01/29 13:21:44.000000000	-200.9027	2.4922
2017/01/29 13:23:53.000000000	-200.9145	2.4954
2017/01/29 13:26:02.000000000	-200.9197	2.4954
2017/01/29 13:28:11.000000000	-200.9558	2.4957
2017/01/29 13:30:20.000000000	-200.9872	2.4956
2017/01/29 13:32:29.000000000	-200.9569	2.4954
2017/01/29 13:34:38.000000000	-200.9562	2.4955
2017/01/29 13:36:47.000000000	-200.9106	2.4957
2017/01/29 13:38:56.000000000	-200.9596	2.4956
2017/01/29 13:41:05.000000000	-200.9415	2.4961
2017/01/29 13:43:14.000000000	-200.9764	2.4959
2017/01/29 13:45:23.000000000	-200.9335	2.4959
2017/01/29 13:47:32.000000000	-200.9441	2.4960
2017/01/29 13:49:41.000000000	-200.9311	2.4961
2017/01/29 13:51:50.000000000	-200.8822	2.4961
2017/01/29 13:53:59.000000000	-200.9217	2.4961
2017/01/29 13:56:08.000000000	-200.9742	2.4961
2017/01/29 13:58:17.000000000	-200.8931	2.4961
2017/01/29 14:00:26.000000000	-200.9486	2.4963
2017/01/29 14:02:35.000000000	-200.9429	2.4963
2017/01/29 14:04:44.000000000	-200.9303	2.4963
2017/01/29 14:06:53.000000000	-200.9029	2.4963
2017/01/29 14:09:02.000000000	-200.9334	2.4963
2017/01/29 14:11:11.000000000	-200.9095	2.4963
2017/01/29 14:13:20.000000000	-200.9425	2.4963
2017/01/29 14:15:29.000000000	-200.9956	2.4963
2017/01/29 14:17:38.000000000	-201.0100	2.4963
2017/01/29 14:19:47.000000000	-201.0114	2.4963
2017/01/29 14:21:56.000000000	-200.8952	2.4963
2017/01/29 14:24:05.000000000	-200.9204	2.4967
2017/01/29 14:26:14.000000000	-200.8840	2.4967
2017/01/29 14:28:23.000000000	-200.8972	2.4967
2017/01/29 14:30:32.000000000	-200.9115	2.4967
2017/01/29 14:32:41.000000000	-200.8936	2.4967
2017/01/29 14:34:50.000000000	-200.9023	2.4967
2017/01/29 14:36:59.000000000	-200.9200	2.4964
2017/01/29 14:39:08.000000000	-200.7933	2.4960
2017/01/29 14:41:17.000000000	-200.9134	2.4963
2017/01/29 14:43:26.000000000	-200.9048	2.4968
2017/01/29 14:45:35.000000000	-200.9069	2.4964
2017/01/29 14:47:44.000000000	-200.9028	2.4962
2017/01/29 14:49:53.000000000	-200.9234	2.4963
2017/01/29 14:52:02.000000000	-200.9344	2.4962
2017/01/29 14:54:11.000000000	-200.8918	2.4954
2017/01/29 14:56:20.000000000	-200.9555	2.4956
2017/01/29 14:58:29.000000000	-200.8700	2.4962
2017/01/29 15:00:38.000000000	-200.9074	2.4958
2017/01/29 15:02:47.000000000	-200.9079	2.4960
2017/01/29 15:04:56.000000000	-200.7901	2.4959
2017/01/29 15:07:05.000000000	-200.8819	2.4959
2017/01/29 15:09:14.000000000	-200.8991	2.4960
2017/01/29 15:11:23.000000000	-200.9489	2.4963
2017/01/29 15:13:32.000000000	-200.9240	2.4963
2017/01/29 15:15:41.000000000	-200.9779	2.4963
