x0000,y0000
1499,180.5,
1500,180.5,
1501,180.5,
1502,178.5,
1503,179.5,
1504,179.5,
1505,178.5,
1506,177.5,
1507,176.5,
1508,176.5,
1509,175.5,
1510,175.5,
1511,175.5,
1512,176.5,
1513,175.5,
1514,177.5,
1515,176.5,
1516,176.5,
1517,175.5,
1518,173.5,
1519,172.5,
1520,172.5,
1521,173.5,
1522,174.5,
1523,173.5,
1524,173.5,
1525,172.5,
1526,172.5,
1527,171.5,
1528,170.5,
1529,173.5,
1530,174.5,
1531,173.5,
1532,172.5,
1533,172.5,
1534,171.5,
1535,170.5,
1536,169.5,
1537,168.5,
1538,167.5,
1539,168.5,
1540,167.5,
1541,167.5,
1542,167.5,
1543,167.5,
1544,167.5,
1545,166.5,
1546,166.5,
1547,166.5,
1548,165.5,
1549,165.5,
1550,165.5,
1551,164.5,
1552,165.5,
1553,165.5,
1554,165.5,
1555,166.5,
1556,166.5,
1557,165.5,
1558,165.5,
1559,165.5,
1560,164.5,
1561,163.5,
1562,163.5,
1563,161.5,
1564,161.5,
1565,161.5,
1566,162.5,
1567,162.5,
1568,161.5,
1569,162.5,
1570,161.5,
1571,161.5,
1572,160.5,
1573,162.5,
1574,159.5,
1575,159.5,
1576,158.5,
1577,159.5,
1578,158.5,
1579,158.5,
1580,157.5,
1581,158.5,
1582,158.5,
1583,158.5,
1584,157.5,
1585,157.5,
1586,157.5,
1587,160.5,
1588,159.5,
1589,159.5,
1590,156.5,
1591,156.5,
1592,154.5,
1593,153.5,
1594,154.5,
1595,153.5,
1596,154.5,
1597,154.5,
1598,154.5,
1599,153.5,
1600,154.5,
1601,154.5,
1602,153.5,
1603,152.5,
1604,152.5,
1605,152.5,
1606,153.5,
1607,152.5,
1608,152.5,
1609,152.5,
1610,151.5,
1611,150.5,
1612,150.5,
1613,150.5,
1614,150.5,
1615,150.5,
1616,150.5,
1617,150.5,
1618,150.5,
1619,151.5,
1620,150.5,
1621,148.5,
1622,147.5,
1623,146.5,
1624,146.5,
1625,147.5,
1626,147.5,
1627,147.5,
1628,147.5,
1629,147.5,
1630,145.5,
1631,145.5,
1632,145.5,
1633,146.5,
1634,147.5,
1635,147.5,
1636,146.5,
1637,144.5,
1638,144.5,
1639,143.5,
1640,143.5,
1641,142.5,
1642,142.5,
1643,144.5,
1644,143.5,
1645,143.5,
1646,142.5,
1647,142.5,
1648,142.5,
1649,141.5,
1650,141.5,
1651,140.5,
1652,140.5,
1653,139.5,
1654,139.5,
1655,139.5,
1656,138.5,
1657,139.5,
1658,138.5,
1659,139.5,
1660,138.5,
1661,139.5,
1662,139.5,
1663,140.5,
1664,139.5,
1665,139.5,
1666,138.5,
1667,137.5,
1668,136.5,
1669,136.5,
1670,135.5,
1671,136.5,
1672,136.5,
1673,136.5,
1674,137.5,
1675,137.5,
1676,137.5,
1677,137.5,
1678,137.5,
1679,137.5,
1680,138.5,
1681,138.5,
1682,137.5,
