x0000,y0000
633,1,
634,1,
635,0,
636,0,
637,0,
638,0,
639,1,
640,0,
641,0,
642,0,
643,0,
644,1,
645,2,
646,0,
647,0,
648,1,
649,0,
650,0,
651,1,
652,0,
653,1,
654,0,
655,0,
656,0,
657,0,
658,1,
659,1,
660,0,
661,0,
662,1,
663,0,
664,1,
665,0,
666,1,
667,0,
668,0,
669,1,
670,1,
671,0,
672,0,
673,0,
674,0,
675,0,
676,1,
677,1,
678,0,
679,0,
680,0,
681,0,
682,-1,
683,0,
684,1,
685,0,
686,0,
687,0,
688,1,
689,0,
690,0,
691,0,
692,1,
693,0,
694,0,
695,0,
696,1,
697,-1,
698,0,
699,0,
700,0,
701,-1,
702,1,
703,0,
704,-1,
705,0,
706,-1,
707,1,
708,0,
709,0,
710,0,
711,0,
712,-1,
713,0,
714,-1,
715,0,
716,-1,
717,0,
718,0,
719,0,
720,0,
721,-1,
722,0,
723,0,
724,0,
725,0,
726,0,
727,0,
728,-1,
729,-1,
730,-1,
731,-1,
732,0,
733,-1,
734,-1,
735,0,
736,-1,
737,0,
738,-1,
739,-1,
740,-1,
741,-1,
742,0,
743,0,
744,-1,
745,-1,
746,0,
747,0,
748,-1,
749,-2,
750,0,
751,0,
752,0,
753,-1,
754,-1,
755,-1,
756,-1,
757,-1,
758,0,
759,-1,
760,-1,
761,-1,
762,-1,
763,0,
764,-1,
765,-2,
766,0,
767,-1,
768,0,
769,-1,
770,0,
771,-2,
772,-2,
773,-1,
774,-2,
775,-1,
776,-1,
777,-1,
778,-1,
779,-1,
780,-1,
781,-1,
782,0,
783,-1,
784,-2,
785,-2,
786,-1,
787,-1,
788,-1,
789,-1,
790,-3,
791,-1,
792,-2,
793,-2,
794,-2,
795,-2,
796,-2,
797,-1,
798,-1,
799,-1,
800,-2,
801,-2,
802,-1,
803,-1,
804,-2,
805,-2,
806,-2,
807,-2,
808,-2,
809,-2,
810,-3,
811,-2,
812,-2,
813,-1,
814,-2,
815,-2,
816,-2,
817,-3,
818,-3,
819,-2,
820,-2,
821,-1,
822,-3,
823,-2,
824,-2,
825,-2,
826,-2,
827,-2,
828,-2,
829,-3,
830,-2,
831,-2,
832,-2,
833,-2,
834,-2,
835,-2,
836,-2,
837,-2,
838,-3,
839,-2,
840,-1,
841,-1,
842,-1,
843,-2,
844,-2,
845,-2,
846,-2,
847,-2,
848,-3,
849,-2,
850,-2,
851,-3,
852,-2,
853,-3,
854,-3,
855,-2,
856,-2,
857,-2,
858,-2,
859,-2,
860,-2,
861,-3,
862,-2,
863,-3,
864,-3,
865,-2,
866,-3,
867,-3,
868,-2,
869,-2,
870,-3,
871,-2,
872,-2,
873,-2,
874,-3,
875,-3,
876,-3,
877,-2,
878,-3,
879,-2,
880,-2,
881,-3,
882,-3,
883,-2,
884,-2,
885,-3,
886,-3,
887,-3,
888,-3,
889,-2,
890,-3,
891,-2,
892,-3,
893,-3,
894,-3,
895,-2,
896,-3,
897,-3,
898,-2,
899,-3,
900,-3,
901,-2,
902,-2,
903,-2,
904,-2,
905,-2,
906,-3,
907,-2,
908,-3,
909,-2,
910,-1,
911,-2,
912,-1,
913,-2,
914,-2,
915,-2,
916,-1,
917,-2,
918,-1,
919,-2,
920,-2,
921,-2,
922,-2,
923,-1,
924,-2,
925,-2,
926,-1,
927,-2,
928,-3,
929,-2,
930,-3,
931,-2,
932,-1,
933,-2,
934,-2,
935,-2,
936,-1,
937,-3,
938,-2,
939,-2,
940,-2,
941,-1,
942,-3,
943,-1,
944,-3,
945,-3,
946,-2,
947,-3,
948,-2,
949,-2,
950,-1,
951,-3,
952,-3,
953,-1,
954,-2,
955,-2,
956,-2,
957,-2,
958,-2,
959,-2,
960,-2,
961,-2,
962,-2,
963,-2,
964,-3,
965,-2,
966,-2,
967,-2,
968,-2,
969,-2,
970,-3,
971,-2,
972,-2,
973,-2,
974,-2,
975,-2,
976,-3,
977,-2,
978,-3,
979,-2,
980,-2,
981,-2,
982,-2,
983,-2,
984,-2,
985,-2,
986,-2,
987,-3,
988,-2,
989,-3,
990,-2,
991,-2,
992,-1,
993,-2,
994,-2,
995,-2,
996,-1,
997,-1,
998,-2,
999,-2,
1000,-2,
1001,-2,
1002,-2,
1003,-1,
1004,-2,
1005,-1,
1006,-2,
1007,-2,
1008,-2,
1009,-2,
1010,-2,
1011,-2,
1012,-2,
1013,-2,
1014,-2,
1015,-3,
1016,-1,
1017,-2,
1018,-2,
1019,-2,
1020,-3,
1021,-2,
1022,-2,
1023,-1,
1024,-2,
1025,-2,
1026,-2,
1027,-2,
1028,-1,
1029,-2,
1030,-1,
1031,-2,
1032,-2,
1033,-2,
1034,-2,
1035,-2,
1036,-2,
1037,-2,
1038,-2,
1039,-2,
1040,-2,
1041,-2,
1042,-2,
1043,-2,
1044,-3,
1045,-2,
1046,-2,
1047,-1,
1048,-2,
1049,-3,
1050,-2,
1051,-2,
1052,-2,
1053,-1,
1054,-2,
1055,-3,
1056,-2,
1057,-2,
1058,-2,
1059,-2,
1060,-2,
1061,-3,
1062,-2,
1063,-2,
1064,-2,
1065,-2,
1066,-2,
1067,-2,
1068,-1,
1069,-2,
1070,-2,
1071,-3,
1072,-2,
1073,-2,
1074,-1,
1075,-2,
1076,-2,
1077,-2,
1078,-2,
1079,-1,
1080,-2,
1081,-2,
1082,-2,
1083,-2,
1084,-1,
1085,-2,
1086,-2,
1087,-2,
1088,-3,
1089,-2,
1090,-2,
1091,-2,
1092,-3,
1093,-2,
1094,-2,
1095,-2,
1096,-2,
1097,-2,
1098,-2,
1099,-1,
1100,-1,
1101,-2,
1102,-2,
1103,-2,
1104,-2,
1105,-2,
1106,-2,
1107,-2,
1108,-1,
1109,-2,
1110,-1,
1111,-3,
1112,-2,
1113,-2,
1114,-2,
1115,-2,
1116,-2,
1117,-2,
1118,-2,
1119,-2,
1120,-1,
1121,-2,
1122,-3,
1123,-2,
1124,-1,
1125,-1,
1126,-1,
1127,-1,
1128,-1,
1129,-2,
1130,-1,
1131,-2,
1132,-2,
1133,-2,
1134,-1,
1135,-2,
1136,-1,
1137,-2,
1138,-2,
1139,-1,
1140,-2,
1141,-1,
1142,-1,
1143,-2,
1144,-1,
1145,-2,
1146,-2,
1147,-2,
1148,-2,
1149,-2,
1150,-2,
1151,-2,
1152,-1,
1153,-2,
1154,-3,
1155,-2,
1156,-1,
1157,-1,
1158,-2,
1159,-2,
1160,-2,
1161,-2,
1162,-2,
1163,-1,
1164,-2,
1165,-1,
1166,-1,
1167,-1,
1168,-3,
1169,-1,
1170,-2,
1171,-2,
1172,-3,
1173,-1,
1174,-2,
1175,-2,
1176,-2,
1177,-2,
1178,-2,
1179,-2,
1180,-1,
1181,-1,
1182,-1,
1183,-2,
1184,-2,
1185,-2,
1186,-2,
1187,-2,
1188,-2,
1189,-2,
1190,-1,
1191,-2,
1192,-2,
1193,-3,
1194,-3,
1195,-2,
1196,-2,
1197,-1,
1198,-2,
1199,-2,
1200,-2,
1201,-2,
1202,-2,
1203,-2,
1204,-2,
1205,-2,
1206,-3,
1207,-2,
1208,-2,
1209,-2,
1210,-2,
1211,-2,
1212,-2,
1213,-2,
1214,-2,
1215,-1,
1216,-2,
1217,-2,
1218,-2,
1219,-2,
1220,-2,
1221,-2,
1222,-2,
1223,-2,
1224,-2,
1225,-2,
1226,-2,
1227,-2,
1228,-2,
1229,-1,
1230,-1,
