# Created by CSS Data Browser Version 3.2.17.201410011619
# 
# Start Time : 2017/02/10 10:42:52.679545364
# End Time   : 2017/02/10 11:12:52.679552963
# Source     : Plot
# Format     : Exponential (4 digits)
# 
# Data is in TAB-delimited columns, should import into e.g. Excel

# Channel: uB_OnDetPower_TPCPS_2_7_604/CURR_READ
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 
# Channel: uB_OnDetPower_TPCPS_2_7_604/SenseVOLT_READ
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 

Time	uB_OnDetPower_TPCPS_2_7_604/CURR_READ Value	Negative Error	Positive Error	Severity	Status	uB_OnDetPower_TPCPS_2_7_604/SenseVOLT_READ Value	Negative Error	Positive Error	Severity	Status
2017/02/10 10:54:11.744255981	8.7229E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:12.145944704	8.7229E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:12.545068019	8.8631E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:12.646148056	8.8631E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:13.545407133	9.0771E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:13.646158714	9.0771E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:14.345759347	8.8062E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:14.646156440	8.8062E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:15.146345885	9.1462E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:15.146578040	9.1462E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:16.146852591	9.3464E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:16.646509629	9.3464E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:16.947304405	9.2165E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:17.147008151	9.2165E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:17.947572313	9.2890E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:18.147059561	9.2890E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:18.646900729	9.2890E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:18.748078451	9.4632E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:19.548384806	9.3665E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:20.147780653	9.3665E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:20.549178070	9.7023E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:20.647548225	9.7023E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:21.349184779	9.6597E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:21.647579877	9.6597E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:22.147766683	9.6597E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:22.349788189	9.7059E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:22.950277638	9.5606E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:23.647960338	9.5606E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:23.750686240	9.5806E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:24.148195675	9.5806E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:24.648506548	9.5806E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:24.751327436	1.0092E-9	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:25.551596238	9.0353E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:25.648484475	9.0353E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:26.648500559	9.0353E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:26.752265316	9.0671E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:27.352432034	8.9395E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:27.648834823	8.9395E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:28.152806158	9.3021E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:28.649238659	9.3021E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:28.953864046	9.1768E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:29.149240491	9.1768E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:29.754064994	8.6731E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:30.149482607	8.6731E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:30.754756136	8.8445E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:31.149823771	8.8445E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:31.755004167	9.3587E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:32.150203335	9.3587E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:32.555473133	9.0733E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:32.649873616	9.0733E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:33.356168500	9.5129E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:33.650080753	9.5129E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:34.150595627	9.5129E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:34.356825296	9.7043E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:35.150615455	9.7043E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:35.157488164	9.5515E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:35.958391330	9.5397E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:36.150681290	9.5397E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:36.650887128	9.5397E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:36.758915856	9.4119E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:37.559406725	8.9441E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:37.651325278	8.9441E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:38.559895314	9.1507E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:38.651323443	9.1507E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:39.360536193	9.5668E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:39.651475911	9.5668E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:40.360821469	9.6151E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:40.651846390	9.6151E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:40.961222904	9.7299E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:41.652067570	9.7299E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:41.961984782	9.5192E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:42.652470849	9.5192E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:42.762498538	9.8825E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:43.152419732	9.8825E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:43.652686790	9.8825E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:43.763383766	9.7641E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:44.563776995	9.4886E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:44.652632160	9.4886E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:45.364530981	9.6756E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:46.153120826	9.6756E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:46.165168388	9.3474E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:48.567054853	9.7775E-10	0	0	NONE	NO_ALARM	-3.0001E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:48.653228559	9.7775E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:48.767659866	1.0277E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:49.153414215	1.0277E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:49.653633121	1.0277E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:49.767975261	9.7020E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:50.568723871	9.7485E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:51.154000332	9.7485E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:51.569482819	9.8355E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:51.653898551	9.8355E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:52.154181329	9.8355E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:52.369878097	9.7987E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:53.170523232	9.4872E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:53.654320704	9.4872E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:53.971228697	9.6593E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:54.154767968	9.6593E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:54.772116532	9.6113E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:55.155160621	9.6113E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:55.572163890	9.4430E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:55.655123623	9.4430E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:56.572686533	9.8868E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:56.655348278	9.8868E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:57.373508326	-1.2715E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:57.655317346	-1.2715E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:58.174053192	8.3244E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:58.655508182	8.3244E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:59.155854750	8.3244E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:54:59.174478622	1.0168E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:00.174982662	9.9382E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:00.656301353	9.9382E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:00.975255218	9.7925E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:01.156153129	9.7925E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:01.656264926	9.7925E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:01.775727490	9.5516E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:02.576625056	9.4277E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:02.656424495	9.4277E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:03.577116434	9.1904E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:03.656540405	9.1904E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:04.577450974	9.2308E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:04.656821318	9.2308E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:05.157114011	9.2308E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:05.177653283	9.5652E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:05.978378936	9.4359E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:06.157154627	9.4359E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:06.978821398	9.4432E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:07.157383211	9.4432E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:07.778893127	9.3155E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:08.157729589	9.3155E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:08.657602042	9.3155E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:08.779365901	8.9652E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:09.379803770	9.2884E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:09.658110423	9.2884E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:10.380420419	9.1396E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:10.658578326	9.1396E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:11.181310489	8.9942E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:11.658363030	8.9942E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:11.981435665	9.3309E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:12.158868738	9.3309E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:12.981969102	9.1868E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:13.158969683	9.1868E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:13.782695109	9.3085E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:14.159100546	9.3085E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:14.583205468	9.4739E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:15.159326822	9.4739E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:15.583704304	9.3372E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:15.659249888	9.3372E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:16.384357561	9.6340E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:16.659788613	9.6340E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:17.159930111	9.6340E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:17.184637956	9.7698E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:17.985265678	9.7411E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:18.985802246	9.8991E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:19.160223198	9.8991E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:19.785986952	9.5540E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:20.160287765	9.5540E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:20.586517713	9.6492E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:20.660216266	9.6492E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:21.587014663	9.7629E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:21.660616849	9.7629E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:22.387459987	9.6724E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:22.660801467	9.6724E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:23.188304024	9.8853E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:23.660892504	9.8853E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:23.989125496	9.8648E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:24.161371007	9.8648E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:24.989473421	9.7745E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:25.661615429	9.7745E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:25.790364771	9.9267E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:26.590736173	9.9169E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:26.661942513	9.9169E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:27.591432361	1.0035E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:28.592226660	9.8342E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:29.393129553	9.8409E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:29.662853674	9.8409E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:30.162883781	9.8409E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:30.193542327	9.8849E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:30.994249398	9.7228E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:31.163114692	9.7228E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:31.795058636	1.0058E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:32.163484929	1.0058E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:32.595633887	1.0112E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:32.663757955	1.0112E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:33.596536277	9.9731E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:33.663858774	9.9731E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:34.596877713	9.9614E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:35.164547649	9.9614E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:35.197311706	1.0040E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:35.664595625	1.0040E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:36.398510789	1.0067E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:36.664853388	1.0067E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:36.998675065	1.0450E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:37.165213626	1.0450E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:37.799283308	1.2315E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:38.165501160	1.2315E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:38.599694403	1.1296E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:39.165578161	1.1296E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:39.600280757	1.0927E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:39.665750058	1.0927E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:40.601073724	1.0560E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:40.666008837	1.0560E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:41.201853754	1.0764E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:41.666045629	1.0764E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:42.166345059	1.0764E-9	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:42.402383077	6.7969E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:43.202720034	6.6983E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
2017/02/10 10:55:43.666529337	6.6983E-10	0	0	NONE	NO_ALARM	-3.0000E2	0	0	NONE	NO_ALARM
