# Created by CSS Data Browser Version 3.2.17.201410011619
# 
# Start Time : 2017/03/08 12:21:11.348324474
# End Time   : 2017/03/22 12:21:11.348343624
# Source     : Plot
# Format     : Decimal (4 digits)
# 
# Data is in TAB-delimited columns, should import into e.g. Excel

# Channel: uB_TPCDrift_HV01_keithleyPickOff/getVoltage
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 

# Time	uB_TPCDrift_HV01_keithleyPickOff/getVoltage Value
2017/03/10 05:11:51.000000000	-216.5707
2017/03/10 05:36:58.000000000	-216.5683
2017/03/10 06:02:05.000000000	-216.5774
2017/03/10 06:27:12.000000000	-216.5718
2017/03/10 06:52:19.000000000	-216.5663
2017/03/10 07:17:26.000000000	-216.5692
2017/03/10 07:42:33.000000000	-216.5670
2017/03/10 08:07:40.000000000	-216.5871
2017/03/10 08:32:47.000000000	-216.5849
2017/03/10 08:57:54.000000000	-216.5790
2017/03/10 09:23:01.000000000	-216.5816
2017/03/10 09:48:08.000000000	-216.5776
2017/03/10 10:13:15.000000000	-216.5801
2017/03/10 10:38:22.000000000	-216.5734
2017/03/10 11:03:29.000000000	-216.5711
2017/03/10 11:28:36.000000000	-216.5712
2017/03/10 11:53:43.000000000	-216.5766
2017/03/10 12:18:50.000000000	-216.5781
2017/03/10 12:43:57.000000000	-216.5776
2017/03/10 13:09:04.000000000	-216.5765
2017/03/10 13:34:11.000000000	-216.5798
2017/03/10 13:59:18.000000000	-216.5781
2017/03/10 14:24:25.000000000	-216.5707
2017/03/10 14:49:32.000000000	-216.5762
2017/03/10 15:14:39.000000000	-216.5777
2017/03/10 15:39:46.000000000	-216.5792
2017/03/10 16:04:53.000000000	-216.5786
2017/03/10 16:30:00.000000000	-216.5792
2017/03/10 16:55:07.000000000	-216.5809
2017/03/10 17:20:14.000000000	-216.5820
2017/03/10 17:45:21.000000000	-216.5804
2017/03/10 18:10:28.000000000	-216.5769
2017/03/10 18:35:35.000000000	-216.5809
2017/03/10 19:00:42.000000000	-216.5783
2017/03/10 19:25:49.000000000	-216.5787
2017/03/10 19:50:56.000000000	-216.5763
2017/03/10 20:16:03.000000000	-216.5756
2017/03/10 20:41:10.000000000	-216.5778
2017/03/10 21:06:17.000000000	-216.5827
2017/03/10 21:31:24.000000000	-216.5761
2017/03/10 21:56:31.000000000	-216.5797
2017/03/10 22:21:38.000000000	-216.5766
2017/03/10 22:46:45.000000000	-216.5807
2017/03/10 23:11:52.000000000	-216.5743
2017/03/10 23:36:59.000000000	-216.5788
2017/03/11 00:02:06.000000000	-216.5778
2017/03/11 00:27:13.000000000	-216.5746
2017/03/11 00:52:20.000000000	-216.5755
2017/03/11 01:17:27.000000000	-216.5736
2017/03/11 01:42:34.000000000	-216.5803
2017/03/11 02:07:41.000000000	-216.5736
2017/03/11 02:32:48.000000000	-216.5784
2017/03/11 02:57:55.000000000	-216.5755
2017/03/11 03:23:02.000000000	-216.5776
2017/03/11 03:48:09.000000000	-216.5740
2017/03/11 04:13:16.000000000	-216.5781
2017/03/11 04:38:23.000000000	-216.5752
2017/03/11 05:03:30.000000000	-216.5782
2017/03/11 05:28:37.000000000	-216.5782
2017/03/11 05:53:44.000000000	-216.5749
2017/03/11 06:18:51.000000000	-216.5791
2017/03/11 06:43:58.000000000	-216.5777
2017/03/11 07:09:05.000000000	-216.5743
2017/03/11 07:34:12.000000000	-216.5792
2017/03/11 07:59:19.000000000	-216.5771
2017/03/11 08:24:26.000000000	-216.5766
2017/03/11 08:49:33.000000000	-216.5774
2017/03/11 09:14:40.000000000	-216.5783
2017/03/11 09:39:47.000000000	-216.5779
2017/03/11 10:04:54.000000000	-216.5765
2017/03/11 10:30:01.000000000	-216.5771
2017/03/11 10:55:08.000000000	-216.5799
2017/03/11 11:20:15.000000000	-216.5760
2017/03/11 11:45:22.000000000	-216.5775
2017/03/11 12:10:29.000000000	-216.5734
2017/03/11 12:35:36.000000000	-216.5770
2017/03/11 13:00:43.000000000	-216.5790
2017/03/11 13:25:50.000000000	-216.5771
2017/03/11 13:50:57.000000000	-216.5821
2017/03/11 14:16:04.000000000	-216.5763
2017/03/11 14:41:11.000000000	-216.5791
2017/03/11 15:06:18.000000000	-216.5757
2017/03/11 15:31:25.000000000	-216.5763
2017/03/11 15:56:32.000000000	-216.5742
2017/03/11 16:21:39.000000000	-216.5736
2017/03/11 16:46:46.000000000	-216.5766
2017/03/11 17:11:53.000000000	-216.5774
2017/03/11 17:37:00.000000000	-216.5751
2017/03/11 18:02:07.000000000	-216.5789
2017/03/11 18:27:14.000000000	-216.5859
2017/03/11 18:52:21.000000000	-216.5828
2017/03/11 19:17:28.000000000	-216.5858
2017/03/11 19:42:35.000000000	-216.5786
2017/03/11 20:07:42.000000000	-216.5775
2017/03/11 20:32:49.000000000	-216.5847
2017/03/11 20:57:56.000000000	-216.5782
2017/03/11 21:23:03.000000000	-216.5769
2017/03/11 21:48:10.000000000	-216.5773
2017/03/11 22:13:17.000000000	-216.5774
2017/03/11 22:38:24.000000000	-216.5821
2017/03/11 23:03:31.000000000	-216.5835
2017/03/11 23:28:38.000000000	-216.5817
2017/03/11 23:53:45.000000000	-216.5812
2017/03/12 00:18:52.000000000	-216.5853
2017/03/12 00:43:59.000000000	-216.5815
2017/03/12 01:09:06.000000000	-216.5805
2017/03/12 01:34:13.000000000	-216.5817
2017/03/12 01:59:20.000000000	-216.5819
2017/03/12 03:24:27.000000000	-216.5790
2017/03/12 03:49:34.000000000	-216.5787
2017/03/12 04:14:41.000000000	-216.5823
2017/03/12 04:39:48.000000000	-216.5803
2017/03/12 05:04:55.000000000	-216.5765
2017/03/12 05:30:02.000000000	-216.5773
2017/03/12 05:55:09.000000000	-216.5753
2017/03/12 06:20:16.000000000	-216.5806
2017/03/12 06:45:23.000000000	-216.5803
2017/03/12 07:10:30.000000000	-216.5756
2017/03/12 07:35:37.000000000	-216.5802
2017/03/12 08:00:44.000000000	-216.5759
2017/03/12 08:25:51.000000000	-216.5757
2017/03/12 08:50:58.000000000	-216.5776
2017/03/12 09:16:05.000000000	-216.5799
2017/03/12 09:41:12.000000000	-216.5773
2017/03/12 10:06:19.000000000	-216.5769
2017/03/12 10:31:26.000000000	-216.5724
2017/03/12 10:56:33.000000000	-216.5772
2017/03/12 11:21:40.000000000	-216.5805
2017/03/12 11:46:47.000000000	-216.5800
2017/03/12 12:11:54.000000000	-216.5795
2017/03/12 12:37:01.000000000	-216.5758
2017/03/12 13:02:08.000000000	-216.5743
2017/03/12 13:27:15.000000000	-216.5728
2017/03/12 13:52:22.000000000	-216.5757
2017/03/12 14:17:29.000000000	-216.5753
2017/03/12 14:42:36.000000000	-216.5793
2017/03/12 15:07:43.000000000	-216.5789
2017/03/12 15:32:50.000000000	-216.5768
2017/03/12 15:57:57.000000000	-216.5788
2017/03/12 16:23:04.000000000	-216.5782
2017/03/12 16:48:11.000000000	-216.5780
2017/03/12 17:13:18.000000000	-216.5820
2017/03/12 17:38:25.000000000	-216.5824
2017/03/12 18:03:32.000000000	-216.5780
2017/03/12 18:28:39.000000000	-216.5840
2017/03/12 18:53:46.000000000	-216.5795
2017/03/12 19:18:53.000000000	-216.5728
2017/03/12 19:44:00.000000000	-216.5780
2017/03/12 20:09:07.000000000	-216.5762
2017/03/12 20:34:14.000000000	-216.5743
2017/03/12 20:59:21.000000000	-216.5774
2017/03/12 21:24:28.000000000	-216.5849
2017/03/12 21:49:35.000000000	-216.5794
2017/03/12 22:14:42.000000000	-216.5805
2017/03/12 22:39:49.000000000	-216.5792
2017/03/12 23:04:56.000000000	-216.5750
2017/03/12 23:30:03.000000000	-216.5737
2017/03/12 23:55:10.000000000	-216.5781
2017/03/13 00:20:17.000000000	-216.5747
2017/03/13 00:45:24.000000000	-216.5753
2017/03/13 01:10:31.000000000	-216.5750
2017/03/13 01:35:38.000000000	-216.5723
2017/03/13 02:00:45.000000000	-216.5749
2017/03/13 02:25:52.000000000	-216.5774
2017/03/13 02:50:59.000000000	-216.5744
2017/03/13 03:16:06.000000000	-216.5769
2017/03/13 03:41:13.000000000	-216.5705
2017/03/13 04:06:20.000000000	-216.5726
2017/03/13 04:31:27.000000000	-216.5742
2017/03/13 04:56:34.000000000	-216.5709
2017/03/13 05:21:41.000000000	-216.5742
2017/03/13 05:46:48.000000000	-216.5716
2017/03/13 06:11:55.000000000	-216.5699
2017/03/13 06:37:02.000000000	-216.5740
2017/03/13 07:02:09.000000000	-216.5714
2017/03/13 07:27:16.000000000	-216.5755
2017/03/13 07:52:23.000000000	-216.5697
2017/03/13 08:17:30.000000000	-216.5701
2017/03/13 08:42:37.000000000	-216.5741
2017/03/13 09:07:44.000000000	-216.5696
2017/03/13 09:32:51.000000000	-216.5644
2017/03/13 09:57:58.000000000	-216.5648
2017/03/13 10:23:05.000000000	-216.5660
2017/03/13 10:48:12.000000000	-216.5642
2017/03/13 11:13:19.000000000	-216.5658
2017/03/13 11:38:26.000000000	-216.5615
2017/03/13 12:03:33.000000000	-216.5642
2017/03/13 12:28:40.000000000	-216.5597
2017/03/13 12:53:47.000000000	-216.5638
2017/03/13 13:18:54.000000000	-216.5656
2017/03/13 13:44:01.000000000	-216.5676
2017/03/13 14:09:08.000000000	-216.5642
2017/03/13 14:34:15.000000000	-216.5666
2017/03/13 14:59:22.000000000	-216.5657
2017/03/13 15:24:29.000000000	-216.5636
2017/03/13 15:49:36.000000000	-216.5659
2017/03/13 16:14:43.000000000	-216.5642
2017/03/13 16:39:50.000000000	-216.5750
2017/03/13 17:04:57.000000000	-216.5767
2017/03/13 17:30:04.000000000	-216.5738
2017/03/13 17:55:11.000000000	-216.5710
2017/03/13 18:20:18.000000000	-216.5774
2017/03/13 18:45:25.000000000	-216.5766
2017/03/13 19:10:32.000000000	-216.5760
2017/03/13 19:35:39.000000000	-216.5743
2017/03/13 20:00:46.000000000	-216.5766
2017/03/13 20:25:53.000000000	-216.5761
2017/03/13 20:51:00.000000000	-216.5800
2017/03/13 21:16:07.000000000	-216.5747
2017/03/13 21:41:14.000000000	-216.5754
2017/03/13 22:06:21.000000000	-216.5693
2017/03/13 22:31:28.000000000	-216.5779
2017/03/13 22:56:35.000000000	-216.5770
2017/03/13 23:21:42.000000000	-216.5735
2017/03/13 23:46:49.000000000	-216.5711
2017/03/14 00:11:56.000000000	-216.5772
2017/03/14 00:37:03.000000000	-216.5761
2017/03/14 01:02:10.000000000	-216.5743
2017/03/14 01:27:17.000000000	-216.5747
2017/03/14 01:52:24.000000000	-216.5757
2017/03/14 02:17:31.000000000	-216.5757
2017/03/14 02:42:38.000000000	-216.5754
2017/03/14 03:07:45.000000000	-216.5769
2017/03/14 03:32:52.000000000	-216.5804
2017/03/14 03:57:59.000000000	-216.5749
2017/03/14 04:23:06.000000000	-216.5739
2017/03/14 04:48:13.000000000	-216.5801
2017/03/14 05:13:20.000000000	-216.5763
2017/03/14 05:38:27.000000000	-216.5769
2017/03/14 06:03:34.000000000	-216.5800
2017/03/14 06:28:41.000000000	-216.5793
2017/03/14 06:53:48.000000000	-216.5762
2017/03/14 07:18:55.000000000	-216.5798
2017/03/14 07:44:02.000000000	-216.5780
2017/03/14 08:09:09.000000000	-216.5765
2017/03/14 08:34:16.000000000	-216.5766
2017/03/14 08:59:23.000000000	-216.5738
2017/03/14 09:24:30.000000000	-216.5773
2017/03/14 09:49:37.000000000	-216.5779
2017/03/14 10:14:44.000000000	-216.5791
2017/03/14 10:39:51.000000000	-216.5721
2017/03/14 11:04:58.000000000	-216.5715
2017/03/14 11:30:05.000000000	-216.5708
2017/03/14 11:55:12.000000000	-216.5723
2017/03/14 12:20:19.000000000	-216.5733
2017/03/14 12:45:26.000000000	-216.5696
2017/03/14 13:10:33.000000000	-216.5741
2017/03/14 13:35:40.000000000	-216.5743
2017/03/14 14:00:47.000000000	-216.5731
2017/03/14 14:25:54.000000000	-216.5710
2017/03/14 14:51:01.000000000	-216.5718
2017/03/14 15:16:08.000000000	-216.5724
2017/03/14 15:41:15.000000000	-216.5754
2017/03/14 16:06:22.000000000	-216.5700
2017/03/14 16:31:29.000000000	-216.5702
2017/03/14 16:56:36.000000000	-216.5696
2017/03/14 17:21:43.000000000	-216.5745
2017/03/14 17:46:50.000000000	-216.5724
2017/03/14 18:11:57.000000000	-216.5747
2017/03/14 18:37:04.000000000	-216.5691
2017/03/14 19:02:11.000000000	-216.5746
2017/03/14 19:27:18.000000000	-216.5742
2017/03/14 19:52:25.000000000	-216.5718
2017/03/14 20:17:32.000000000	-216.5773
2017/03/14 20:42:39.000000000	-216.5770
2017/03/14 21:07:46.000000000	-216.5698
2017/03/14 21:32:53.000000000	-216.5765
2017/03/14 21:58:00.000000000	-216.5746
2017/03/14 22:23:07.000000000	-216.5722
2017/03/14 22:48:14.000000000	-216.5769
2017/03/14 23:13:21.000000000	-216.5746
2017/03/14 23:38:28.000000000	-216.5740
2017/03/15 00:03:35.000000000	-216.5752
2017/03/15 00:28:42.000000000	-216.5730
2017/03/15 00:53:49.000000000	-216.5768
2017/03/15 01:18:56.000000000	-216.5766
2017/03/15 01:44:03.000000000	-216.5720
2017/03/15 02:09:10.000000000	-216.5755
2017/03/15 02:34:17.000000000	-216.5747
2017/03/15 02:59:24.000000000	-216.5771
2017/03/15 03:24:31.000000000	-216.5795
2017/03/15 03:49:38.000000000	-216.5802
2017/03/15 04:14:45.000000000	-216.5782
2017/03/15 04:39:52.000000000	-216.5798
2017/03/15 05:04:59.000000000	-216.5758
2017/03/15 05:30:06.000000000	-216.5775
2017/03/15 05:55:13.000000000	-216.5797
2017/03/15 06:20:20.000000000	-216.5799
2017/03/15 06:45:27.000000000	-216.5783
2017/03/15 07:10:34.000000000	-216.5790
2017/03/15 07:35:41.000000000	-216.5757
2017/03/15 08:00:48.000000000	-216.5760
2017/03/15 08:25:55.000000000	-216.5733
2017/03/15 08:51:02.000000000	-216.5778
2017/03/15 09:16:09.000000000	-216.5761
2017/03/15 09:41:16.000000000	-216.5813
2017/03/15 10:06:23.000000000	-216.5786
2017/03/15 10:31:30.000000000	-216.5779
2017/03/15 10:56:37.000000000	-216.5768
2017/03/15 11:21:44.000000000	-216.5828
2017/03/15 11:46:51.000000000	-216.5835
2017/03/15 12:11:58.000000000	-216.5869
2017/03/15 12:37:05.000000000	-216.5837
2017/03/15 13:02:12.000000000	-216.5840
2017/03/15 13:27:19.000000000	-216.5889
2017/03/15 13:52:26.000000000	-216.5878
2017/03/15 14:17:33.000000000	-216.5889
2017/03/15 14:42:40.000000000	-216.5856
2017/03/15 15:07:47.000000000	-216.5856
2017/03/15 15:32:54.000000000	-216.5864
2017/03/15 15:58:01.000000000	-216.5853
2017/03/15 16:23:08.000000000	-216.5857
2017/03/15 16:48:15.000000000	-216.5841
2017/03/15 17:13:22.000000000	-216.5880
2017/03/15 17:38:29.000000000	-216.5880
2017/03/15 18:03:36.000000000	-216.5856
2017/03/15 18:28:43.000000000	-216.5885
2017/03/15 18:53:50.000000000	-216.5881
2017/03/15 19:18:57.000000000	-216.5849
2017/03/15 19:44:04.000000000	-216.5882
2017/03/15 20:09:11.000000000	-216.5839
2017/03/15 20:34:18.000000000	-216.5887
2017/03/15 20:59:25.000000000	-216.5837
2017/03/15 21:24:32.000000000	-216.5876
2017/03/15 21:49:39.000000000	-216.5853
2017/03/15 22:14:46.000000000	-216.5887
2017/03/15 22:39:53.000000000	-216.5861
2017/03/15 23:05:00.000000000	-216.5941
2017/03/15 23:30:07.000000000	-216.5875
2017/03/15 23:55:14.000000000	-216.5861
2017/03/16 00:20:21.000000000	-216.5885
2017/03/16 00:45:28.000000000	-216.5902
2017/03/16 01:10:35.000000000	-216.5871
2017/03/16 01:35:42.000000000	-216.5874
2017/03/16 02:00:49.000000000	-216.5890
2017/03/16 02:25:56.000000000	-216.5853
2017/03/16 02:51:03.000000000	-216.5874
2017/03/16 03:16:10.000000000	-216.5904
2017/03/16 03:41:17.000000000	-216.5896
2017/03/16 04:06:24.000000000	-216.5874
2017/03/16 04:31:31.000000000	-216.5909
2017/03/16 04:56:38.000000000	-216.5867
2017/03/16 05:21:45.000000000	-216.5857
2017/03/16 05:46:52.000000000	-216.5888
2017/03/16 06:11:59.000000000	-216.5881
2017/03/16 06:37:06.000000000	-216.5898
2017/03/16 07:02:13.000000000	-216.5895
2017/03/16 07:27:20.000000000	-216.5861
2017/03/16 07:52:27.000000000	-216.5884
2017/03/16 08:17:34.000000000	-216.5879
2017/03/16 08:42:41.000000000	-216.5879
2017/03/16 09:07:48.000000000	-216.5925
2017/03/16 09:32:55.000000000	-216.5904
2017/03/16 09:58:02.000000000	-216.5764
2017/03/16 10:23:09.000000000	-216.5844
2017/03/16 10:48:16.000000000	-216.5911
2017/03/16 11:13:23.000000000	-216.5901
2017/03/16 11:38:30.000000000	-216.5887
2017/03/16 12:03:37.000000000	-216.5895
2017/03/16 12:28:44.000000000	-216.5876
2017/03/16 12:53:51.000000000	-216.5847
2017/03/16 13:18:58.000000000	-216.5869
2017/03/16 13:44:05.000000000	-216.5806
2017/03/16 14:09:12.000000000	-216.5863
2017/03/16 14:34:19.000000000	-216.5822
2017/03/16 14:59:26.000000000	-216.5805
2017/03/16 15:24:33.000000000	-216.5794
2017/03/16 15:49:40.000000000	-216.5857
2017/03/16 16:14:47.000000000	-216.5929
2017/03/16 16:39:54.000000000	-216.5901
2017/03/16 17:05:01.000000000	-216.5888
2017/03/16 17:30:08.000000000	-216.5899
2017/03/16 17:55:15.000000000	-216.5891
2017/03/16 18:20:22.000000000	-216.5899
2017/03/16 18:45:29.000000000	-216.5892
2017/03/16 19:10:36.000000000	-216.5877
2017/03/16 19:35:43.000000000	-216.5876
2017/03/16 20:00:50.000000000	-216.5874
2017/03/16 20:25:57.000000000	-216.5854
2017/03/16 20:51:04.000000000	-216.5826
2017/03/16 21:16:11.000000000	-216.5824
2017/03/16 21:41:18.000000000	-216.5866
2017/03/16 22:06:25.000000000	-216.5833
2017/03/16 22:31:32.000000000	-216.5898
2017/03/16 22:56:39.000000000	-216.5881
2017/03/16 23:21:46.000000000	-216.5881
2017/03/16 23:46:53.000000000	-216.5881
2017/03/17 00:12:00.000000000	-216.5858
2017/03/17 00:37:07.000000000	-216.5834
2017/03/17 01:02:14.000000000	-216.5833
2017/03/17 01:27:21.000000000	-216.5835
2017/03/17 01:52:28.000000000	-216.5852
2017/03/17 02:17:35.000000000	-216.5847
2017/03/17 02:42:42.000000000	-216.5829
2017/03/17 03:07:49.000000000	-216.5829
2017/03/17 03:32:56.000000000	-216.5808
2017/03/17 03:58:03.000000000	-216.5809
2017/03/17 04:23:10.000000000	-216.5849
2017/03/17 04:48:17.000000000	-216.5861
2017/03/17 05:13:24.000000000	-216.5839
2017/03/17 05:38:31.000000000	-216.5843
2017/03/17 06:03:38.000000000	-216.5804
2017/03/17 06:28:45.000000000	-216.5809
2017/03/17 06:53:52.000000000	-216.5782
2017/03/17 07:18:59.000000000	-216.5818
2017/03/17 07:44:06.000000000	-216.5743
2017/03/17 08:09:13.000000000	-216.5766
2017/03/17 08:34:20.000000000	-216.5773
