# Created by CSS Data Browser Version 3.2.17.201410011619
# 
# Start Time : 2017/03/08 12:21:11.348324474
# End Time   : 2017/03/22 12:21:11.348343624
# Source     : Plot
# Format     : Decimal (4 digits)
# 
# Data is in TAB-delimited columns, should import into e.g. Excel

# Channel: uB_TPCDrift_HV01_keithleyPickOff/getVoltage
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 

# Time	uB_TPCDrift_HV01_keithleyPickOff/getVoltage Value
2017/03/17 08:59:27.000000000	-216.5706
2017/03/17 09:24:34.000000000	-216.5784
2017/03/17 09:49:41.000000000	-216.5763
2017/03/17 10:14:48.000000000	-216.5770
2017/03/17 10:39:55.000000000	-216.5773
2017/03/17 11:05:02.000000000	-216.5820
2017/03/17 11:30:09.000000000	-216.5801
2017/03/17 11:55:16.000000000	-216.5733
2017/03/17 12:20:23.000000000	-216.5729
2017/03/17 12:45:30.000000000	-216.5675
2017/03/17 13:10:37.000000000	-216.5667
2017/03/17 13:35:44.000000000	-216.5684
2017/03/17 14:00:51.000000000	-216.5671
2017/03/17 14:25:58.000000000	-216.5677
2017/03/17 14:51:05.000000000	-216.5676
2017/03/17 15:16:12.000000000	-216.5656
2017/03/17 15:41:19.000000000	-216.5664
2017/03/17 16:06:26.000000000	-216.5703
2017/03/17 16:31:33.000000000	-216.5700
2017/03/17 16:56:40.000000000	-216.5685
2017/03/17 17:21:47.000000000	-216.5668
2017/03/17 17:46:54.000000000	-216.5743
2017/03/17 18:12:01.000000000	-216.5709
2017/03/17 18:37:08.000000000	-216.5701
2017/03/17 19:02:15.000000000	-216.5714
2017/03/17 19:27:22.000000000	-216.5711
2017/03/17 19:52:29.000000000	-216.5702
2017/03/17 20:17:36.000000000	-216.5747
2017/03/17 20:42:43.000000000	-216.5711
2017/03/17 21:07:50.000000000	-216.5744
2017/03/17 21:32:57.000000000	-216.5739
2017/03/17 21:58:04.000000000	-216.5775
2017/03/17 22:23:11.000000000	-216.5742
2017/03/17 22:48:18.000000000	-216.5739
2017/03/17 23:13:25.000000000	-216.5774
2017/03/17 23:38:32.000000000	-216.5805
2017/03/18 00:03:39.000000000	-216.5839
2017/03/18 00:28:46.000000000	-216.5831
2017/03/18 00:53:53.000000000	-216.5897
2017/03/18 01:19:00.000000000	-216.5839
2017/03/18 01:44:07.000000000	-216.5874
2017/03/18 02:09:14.000000000	-216.5851
2017/03/18 02:34:21.000000000	-216.5874
2017/03/18 02:59:28.000000000	-216.5877
2017/03/18 03:24:35.000000000	-216.5854
2017/03/18 03:49:42.000000000	-216.5879
2017/03/18 04:14:49.000000000	-216.5860
2017/03/18 04:39:56.000000000	-216.5856
2017/03/18 05:05:03.000000000	-216.5862
2017/03/18 05:30:10.000000000	-216.5878
2017/03/18 05:55:17.000000000	-216.5913
2017/03/18 06:20:24.000000000	-216.5899
2017/03/18 06:45:31.000000000	-216.5911
2017/03/18 07:10:38.000000000	-216.5923
2017/03/18 07:35:45.000000000	-216.5892
2017/03/18 08:00:52.000000000	-216.5887
2017/03/18 08:25:59.000000000	-216.5880
2017/03/18 08:51:06.000000000	-216.5862
2017/03/18 09:16:13.000000000	-216.5872
2017/03/18 09:41:20.000000000	-216.5906
2017/03/18 10:06:27.000000000	-216.5911
2017/03/18 10:31:34.000000000	-216.5912
2017/03/18 10:56:41.000000000	-216.5906
2017/03/18 11:21:48.000000000	-216.5900
2017/03/18 11:46:55.000000000	-216.5899
2017/03/18 12:12:02.000000000	-216.5898
2017/03/18 12:37:09.000000000	-216.5889
2017/03/18 13:02:16.000000000	-216.5914
2017/03/18 13:27:23.000000000	-216.5921
2017/03/18 13:52:30.000000000	-216.5910
2017/03/18 14:17:37.000000000	-216.5945
2017/03/18 14:42:44.000000000	-216.5941
2017/03/18 15:07:51.000000000	-216.5942
2017/03/18 15:32:58.000000000	-216.5958
2017/03/18 15:58:05.000000000	-216.5932
2017/03/18 16:23:12.000000000	-216.6001
2017/03/18 16:48:19.000000000	-216.5924
2017/03/18 17:13:26.000000000	-216.5982
2017/03/18 17:38:33.000000000	-216.5990
2017/03/18 18:03:40.000000000	-216.5997
2017/03/18 18:28:47.000000000	-216.5974
2017/03/18 18:53:54.000000000	-216.5988
2017/03/18 19:19:01.000000000	-216.5948
2017/03/18 19:44:08.000000000	-216.5983
2017/03/18 20:09:15.000000000	-216.5971
2017/03/18 20:34:22.000000000	-216.5970
2017/03/18 20:59:29.000000000	-216.5996
2017/03/18 21:24:36.000000000	-216.5962
2017/03/18 21:49:43.000000000	-216.5972
2017/03/18 22:14:50.000000000	-216.5963
2017/03/18 22:39:57.000000000	-216.5947
2017/03/18 23:05:04.000000000	-216.5960
2017/03/18 23:30:11.000000000	-216.6005
2017/03/18 23:55:18.000000000	-216.6012
2017/03/19 00:20:25.000000000	-216.6020
2017/03/19 00:45:32.000000000	-216.6031
2017/03/19 01:10:39.000000000	-216.5978
2017/03/19 01:35:46.000000000	-216.6017
2017/03/19 02:00:53.000000000	-216.5996
2017/03/19 02:26:00.000000000	-216.5995
2017/03/19 02:51:07.000000000	-216.6015
2017/03/19 03:16:14.000000000	-216.6023
2017/03/19 03:41:21.000000000	-216.5990
2017/03/19 04:06:28.000000000	-216.5993
2017/03/19 04:31:35.000000000	-216.6040
2017/03/19 04:56:42.000000000	-216.6031
2017/03/19 05:21:49.000000000	-216.6006
2017/03/19 05:46:56.000000000	-216.6011
2017/03/19 06:12:03.000000000	-216.6025
2017/03/19 06:37:10.000000000	-216.6043
2017/03/19 07:02:17.000000000	-216.6004
2017/03/19 07:27:24.000000000	-216.6023
2017/03/19 07:52:31.000000000	-216.6010
2017/03/19 08:17:38.000000000	-216.6020
2017/03/19 08:42:45.000000000	-216.6022
2017/03/19 09:07:52.000000000	-216.6037
2017/03/19 09:32:59.000000000	-216.5975
2017/03/19 09:58:06.000000000	-216.6019
2017/03/19 10:23:13.000000000	-216.5996
2017/03/19 10:48:20.000000000	-216.5977
2017/03/19 11:13:27.000000000	-216.6001
2017/03/19 11:38:34.000000000	-216.5970
2017/03/19 12:03:41.000000000	-216.5995
2017/03/19 12:28:48.000000000	-216.6007
2017/03/19 12:53:55.000000000	-216.5959
2017/03/19 13:19:02.000000000	-216.6030
2017/03/19 13:44:09.000000000	-216.5978
2017/03/19 14:09:16.000000000	-216.5998
2017/03/19 14:34:23.000000000	-216.6015
2017/03/19 14:59:30.000000000	-216.5994
2017/03/19 15:24:37.000000000	-216.6036
2017/03/19 15:49:44.000000000	-216.6012
2017/03/19 16:14:51.000000000	-216.6018
2017/03/19 16:39:58.000000000	-216.6051
2017/03/19 17:05:05.000000000	-216.6008
2017/03/19 17:30:12.000000000	-216.6020
2017/03/19 17:55:19.000000000	-216.6034
2017/03/19 18:20:26.000000000	-216.6033
2017/03/19 18:45:33.000000000	-216.6051
2017/03/19 19:10:40.000000000	-216.6017
2017/03/19 19:35:47.000000000	-216.6012
2017/03/19 20:00:54.000000000	-216.6020
2017/03/19 20:26:01.000000000	-216.6023
2017/03/19 20:51:08.000000000	-216.6004
2017/03/19 21:16:15.000000000	-216.5977
2017/03/19 21:41:22.000000000	-216.6011
2017/03/19 22:06:29.000000000	-216.5997
2017/03/19 22:31:36.000000000	-216.6010
2017/03/19 22:56:43.000000000	-216.5996
2017/03/19 23:21:50.000000000	-216.6001
2017/03/19 23:46:57.000000000	-216.6013
2017/03/20 00:12:04.000000000	-216.5993
2017/03/20 00:37:11.000000000	-216.6001
2017/03/20 01:02:18.000000000	-216.6010
2017/03/20 01:27:25.000000000	-216.5979
2017/03/20 01:52:32.000000000	-216.5982
2017/03/20 02:17:39.000000000	-216.5994
2017/03/20 02:42:46.000000000	-216.5982
2017/03/20 03:07:53.000000000	-216.5975
2017/03/20 03:33:00.000000000	-216.5964
2017/03/20 03:58:07.000000000	-216.5981
2017/03/20 04:23:14.000000000	-216.5958
2017/03/20 04:48:21.000000000	-216.5959
2017/03/20 05:13:28.000000000	-216.5919
2017/03/20 05:38:35.000000000	-216.5943
2017/03/20 06:03:42.000000000	-216.5926
2017/03/20 06:28:49.000000000	-216.5927
2017/03/20 06:53:56.000000000	-216.5906
2017/03/20 07:19:03.000000000	-216.5922
2017/03/20 07:44:10.000000000	-216.5945
2017/03/20 08:09:17.000000000	-216.5927
2017/03/20 08:34:24.000000000	-216.5936
2017/03/20 08:59:31.000000000	-216.5894
2017/03/20 09:24:38.000000000	-216.5906
2017/03/20 09:49:45.000000000	-216.5959
2017/03/20 10:14:52.000000000	-216.5917
2017/03/20 10:39:59.000000000	-216.5927
2017/03/20 11:05:06.000000000	-216.5925
2017/03/20 11:30:13.000000000	-216.5951
2017/03/20 11:55:20.000000000	-216.5916
2017/03/20 12:20:27.000000000	-216.5924
2017/03/20 12:45:34.000000000	-216.5923
2017/03/20 13:10:41.000000000	-216.5887
2017/03/20 13:35:48.000000000	-216.5884
2017/03/20 14:00:55.000000000	-216.5857
2017/03/20 14:26:02.000000000	-216.5813
2017/03/20 14:51:09.000000000	-216.5835
2017/03/20 15:16:16.000000000	-216.5798
2017/03/20 15:41:23.000000000	-216.5810
2017/03/20 16:06:30.000000000	-216.5819
2017/03/20 16:31:37.000000000	-216.5882
2017/03/20 16:56:44.000000000	-216.5955
2017/03/20 17:21:51.000000000	-216.5946
2017/03/20 17:46:58.000000000	-216.5951
2017/03/20 18:12:05.000000000	-216.5928
2017/03/20 18:37:12.000000000	-216.5954
2017/03/20 19:02:19.000000000	-216.5947
2017/03/20 19:27:26.000000000	-216.5962
2017/03/20 19:52:33.000000000	-216.5943
2017/03/20 20:17:40.000000000	-216.5970
2017/03/20 20:42:47.000000000	-216.5966
2017/03/20 21:07:54.000000000	-216.5938
2017/03/20 21:33:01.000000000	-216.5960
2017/03/20 21:58:08.000000000	-216.5986
2017/03/20 22:23:15.000000000	-216.5973
2017/03/20 22:48:22.000000000	-216.6005
2017/03/20 23:13:29.000000000	-216.5995
2017/03/20 23:38:36.000000000	-216.6055
2017/03/21 00:03:43.000000000	-216.6030
2017/03/21 00:28:50.000000000	-216.5980
2017/03/21 00:53:57.000000000	-216.6033
2017/03/21 01:19:04.000000000	-216.5979
2017/03/21 01:44:11.000000000	-216.6018
2017/03/21 02:09:18.000000000	-216.5984
2017/03/21 02:34:25.000000000	-216.5990
2017/03/21 02:59:32.000000000	-216.6014
2017/03/21 03:24:39.000000000	-216.6015
2017/03/21 03:49:46.000000000	-216.6002
2017/03/21 04:14:53.000000000	-216.5993
2017/03/21 04:40:00.000000000	-216.5988
2017/03/21 05:05:07.000000000	-216.6047
2017/03/21 05:30:14.000000000	-216.6006
2017/03/21 05:55:21.000000000	-216.5990
2017/03/21 06:20:28.000000000	-216.6017
2017/03/21 06:45:35.000000000	-216.6006
2017/03/21 07:10:42.000000000	-216.6035
2017/03/21 07:35:49.000000000	-216.5993
2017/03/21 08:00:56.000000000	-216.6000
2017/03/21 08:26:03.000000000	-216.5969
2017/03/21 08:51:10.000000000	-216.5968
2017/03/21 09:16:17.000000000	-216.5992
2017/03/21 09:41:24.000000000	-216.5939
2017/03/21 10:06:31.000000000	-216.5990
2017/03/21 10:31:38.000000000	-216.5951
2017/03/21 10:56:45.000000000	-216.6009
2017/03/21 11:21:52.000000000	-216.6034
2017/03/21 11:46:59.000000000	-216.6024
2017/03/21 12:12:06.000000000	-216.6053
2017/03/21 12:37:13.000000000	-216.6073
2017/03/21 13:02:20.000000000	-216.6063
2017/03/21 13:27:27.000000000	-216.6079
2017/03/21 13:52:34.000000000	-216.6036
2017/03/21 14:17:41.000000000	-216.6047
2017/03/21 14:42:48.000000000	-216.6053
2017/03/21 15:07:55.000000000	-216.6047
2017/03/21 15:33:02.000000000	-216.6047
2017/03/21 15:58:09.000000000	-216.6026
2017/03/21 16:23:16.000000000	-216.6038
2017/03/21 16:48:23.000000000	-216.6044
2017/03/21 17:13:30.000000000	-216.6017
2017/03/21 17:38:37.000000000	-216.6021
2017/03/21 18:03:44.000000000	-216.6029
2017/03/21 18:28:51.000000000	-216.6025
2017/03/21 18:53:58.000000000	-216.6025
2017/03/21 19:19:05.000000000	-216.5988
2017/03/21 19:44:12.000000000	-216.6021
2017/03/21 20:09:19.000000000	-216.6013
2017/03/21 20:34:26.000000000	-216.6032
2017/03/21 20:59:33.000000000	-216.6045
2017/03/21 21:24:40.000000000	-216.6108
2017/03/21 21:49:47.000000000	-216.6064
2017/03/21 22:14:54.000000000	-216.6093
2017/03/21 22:40:01.000000000	-216.6098
2017/03/21 23:05:08.000000000	-216.6056
2017/03/21 23:30:15.000000000	-216.6088
2017/03/21 23:55:22.000000000	-216.6088
2017/03/22 00:20:29.000000000	-216.6077
2017/03/22 00:45:36.000000000	-216.6109
2017/03/22 01:10:43.000000000	-216.6086
2017/03/22 01:35:50.000000000	-216.6062
2017/03/22 02:00:57.000000000	-216.6085
2017/03/22 02:26:04.000000000	-216.6071
2017/03/22 02:51:11.000000000	-216.6053
2017/03/22 03:16:18.000000000	-216.6100
2017/03/22 03:41:25.000000000	-216.6119
2017/03/22 04:06:32.000000000	-216.6142
2017/03/22 04:31:39.000000000	-216.6135
2017/03/22 04:56:46.000000000	-216.6109
2017/03/22 05:21:53.000000000	-216.6084
2017/03/22 05:47:00.000000000	-216.6105
2017/03/22 06:12:07.000000000	-216.6152
2017/03/22 06:37:14.000000000	-216.6132
2017/03/22 07:02:21.000000000	-216.6142
2017/03/22 07:27:28.000000000	-216.6139
2017/03/22 07:52:35.000000000	-216.6115
2017/03/22 08:17:42.000000000	-216.6079
2017/03/22 08:42:49.000000000	-216.6057
2017/03/22 09:07:56.000000000	-216.6028
2017/03/22 09:33:03.000000000	-216.6035
2017/03/22 09:58:10.000000000	-216.6015
2017/03/22 10:23:17.000000000	-216.6013
2017/03/22 10:48:24.000000000	-216.6000
2017/03/22 11:13:31.000000000	-216.6011
2017/03/22 11:18:57.332506951	-216.5966
2017/03/22 11:18:58.336126128	-216.5961
2017/03/22 11:18:59.329954565	-216.5965
2017/03/22 11:19:00.324896250	-216.5963
2017/03/22 11:19:01.322116387	-216.5961
2017/03/22 11:19:02.327373530	-216.5967
2017/03/22 11:19:03.322755284	-216.5972
2017/03/22 11:19:04.328563422	-216.5974
2017/03/22 11:19:05.324624171	-216.5983
2017/03/22 11:19:06.325881219	-216.5971
2017/03/22 11:19:07.321589210	-216.5963
2017/03/22 11:19:08.324857083	-216.5981
2017/03/22 11:19:09.320120646	-216.5978
2017/03/22 11:19:10.327543016	-216.5983
2017/03/22 11:19:11.326404147	-216.5981
2017/03/22 11:19:12.320705710	-216.5982
2017/03/22 11:19:13.319654637	-216.5977
2017/03/22 11:19:14.324073301	-216.5979
2017/03/22 11:19:15.319733581	-216.5981
2017/03/22 11:19:16.322734312	-216.5977
2017/03/22 11:19:18.325908512	-216.5980
2017/03/22 11:19:19.318832709	-216.5983
2017/03/22 11:19:20.325173073	-216.5986
2017/03/22 11:19:21.318648386	-216.5985
2017/03/22 11:19:22.317398713	-216.5978
2017/03/22 11:19:23.317993358	-216.5983
2017/03/22 11:19:24.319999879	-216.5990
2017/03/22 11:19:25.316750400	-216.5977
2017/03/22 11:19:26.316902311	-216.5999
2017/03/22 11:19:28.316752985	-216.5983
2017/03/22 11:19:29.320438645	-216.5990
2017/03/22 11:19:30.320599397	-216.5995
2017/03/22 11:19:31.315621007	-216.5985
2017/03/22 11:19:32.320961830	-216.5984
2017/03/22 11:19:33.322738507	-216.5982
2017/03/22 11:19:34.315252187	-216.5980
2017/03/22 11:19:35.314620838	-216.5985
2017/03/22 11:19:36.314766088	-216.5984
2017/03/22 11:19:37.328077315	-216.5978
2017/03/22 11:19:38.334126436	-216.5995
2017/03/22 11:19:39.323742613	-216.5988
2017/03/22 11:19:40.327208846	-216.5999
2017/03/22 11:19:41.323433561	-216.5998
2017/03/22 11:19:42.323345941	-216.6000
2017/03/22 11:19:43.322893211	-216.5993
2017/03/22 11:19:45.323358214	-216.5996
2017/03/22 11:19:46.322234362	-216.5997
2017/03/22 11:19:47.332305259	-216.5982
2017/03/22 11:19:48.322294415	-216.5994
2017/03/22 11:19:49.324915748	-216.5975
2017/03/22 11:19:50.331206219	-216.5990
2017/03/22 11:19:51.321706529	-216.5981
2017/03/22 11:19:52.333373130	-216.5983
2017/03/22 11:19:53.320724537	-216.5995
2017/03/22 11:19:54.324557574	-216.5988
2017/03/22 11:19:55.320494804	-216.5996
2017/03/22 11:19:56.320348332	-216.5984
2017/03/22 11:19:57.323274831	-216.5988
2017/03/22 11:19:58.323801540	-216.5987
2017/03/22 11:19:59.319804768	-216.5991
2017/03/22 11:20:00.323183446	-216.5997
2017/03/22 11:20:01.319311526	-216.5981
2017/03/22 11:20:02.329205377	-216.5987
2017/03/22 11:20:03.324191869	-216.5994
2017/03/22 11:20:04.318376818	-216.5987
2017/03/22 11:20:05.320047656	-216.5991
2017/03/22 11:20:06.318136063	-216.5992
2017/03/22 11:20:07.326386136	-216.5986
2017/03/22 11:20:08.318579150	-216.5985
2017/03/22 11:20:09.317924187	-216.5987
2017/03/22 11:20:10.321860037	-216.5979
2017/03/22 11:20:11.316976467	-216.5991
2017/03/22 11:20:12.320860727	-216.5974
2017/03/22 11:20:15.316213772	-216.5967
2017/03/22 11:20:16.319931767	-216.5958
2017/03/22 11:20:17.316306763	-216.5968
2017/03/22 11:20:19.315324652	-216.5957
2017/03/22 11:20:20.315463848	-216.5963
2017/03/22 11:20:21.315124952	-216.5959
2017/03/22 11:20:22.314308324	-216.5955
2017/03/22 11:20:24.331832594	-216.5951
2017/03/22 11:20:25.323916982	-216.5957
2017/03/22 11:20:26.331658444	-216.5956
2017/03/22 11:20:27.326240593	-216.5958
2017/03/22 11:20:28.335188188	-216.5957
2017/03/22 11:20:29.330355843	-216.5941
2017/03/22 11:20:30.330863296	-216.5946
2017/03/22 11:20:31.325919300	-216.5941
2017/03/22 11:20:32.322561318	-216.5954
2017/03/22 11:20:33.325216439	-216.5938
2017/03/22 11:20:34.322203586	-216.5933
2017/03/22 11:20:35.322228587	-216.5940
2017/03/22 11:20:36.328348433	-216.5930
2017/03/22 11:20:37.329806382	-216.5932
2017/03/22 11:20:38.320911576	-216.5930
2017/03/22 11:20:39.324881695	-216.5931
2017/03/22 11:20:40.320560019	-216.5936
2017/03/22 11:20:42.329777961	-216.5931
2017/03/22 11:20:43.319980855	-216.5940
2017/03/22 11:20:44.320193557	-216.5939
2017/03/22 11:20:45.320012815	-216.5940
2017/03/22 11:20:46.319253225	-216.5942
2017/03/22 11:20:47.327378931	-216.5918
2017/03/22 11:20:48.319092883	-216.5932
2017/03/22 11:20:49.318895428	-216.5933
2017/03/22 11:20:50.325720182	-216.5929
2017/03/22 11:20:51.318345150	-216.5934
2017/03/22 11:20:52.322133503	-216.5936
2017/03/22 11:20:53.324764161	-216.5940
2017/03/22 11:20:54.317432605	-216.5933
2017/03/22 11:20:55.317782513	-216.5937
2017/03/22 11:20:56.317201541	-216.5944
2017/03/22 11:20:57.325765500	-216.5942
2017/03/22 11:20:59.318932436	-216.5938
2017/03/22 11:21:00.315922005	-216.5940
2017/03/22 11:21:01.316800987	-216.5941
2017/03/22 11:21:02.320093566	-216.5937
2017/03/22 11:21:03.316250346	-216.5943
2017/03/22 11:21:04.316200389	-216.5942
2017/03/22 11:21:05.316299988	-216.5928
2017/03/22 11:21:06.315897758	-216.5951
2017/03/22 11:21:07.324554478	-216.5944
2017/03/22 11:21:08.317825381	-216.5943
2017/03/22 11:21:09.324594916	-216.5950
2017/03/22 11:21:10.325980449	-216.5959
2017/03/22 11:21:11.326758799	-216.5955
2017/03/22 11:21:12.323650400	-216.5950
2017/03/22 11:21:13.326321022	-216.5963
2017/03/22 11:21:14.328078206	-216.5957
2017/03/22 11:21:15.323798429	-216.5961
2017/03/22 11:21:16.322906601	-216.5966
2017/03/22 11:21:18.322783557	-216.5967
2017/03/22 11:21:19.326421628	-216.5971
2017/03/22 11:21:20.323852597	-216.5967
2017/03/22 11:21:21.325204225	-216.5966
2017/03/22 11:21:22.324646748	-216.5971
2017/03/22 11:21:23.326558452	-216.5977
2017/03/22 11:21:24.329515833	-216.5969
2017/03/22 11:21:25.320874484	-216.5971
2017/03/22 11:21:26.320590565	-216.5979
2017/03/22 11:21:27.320394202	-216.5970
2017/03/22 11:21:28.324520658	-216.5978
2017/03/22 11:21:29.325434640	-216.5969
2017/03/22 11:21:30.325854300	-216.5976
2017/03/22 11:21:31.320129951	-216.5981
2017/03/22 11:21:32.323703354	-216.5983
2017/03/22 11:21:33.329357702	-216.5978
2017/03/22 11:21:34.323241359	-216.5991
2017/03/22 11:21:35.318841577	-216.5985
2017/03/22 11:21:36.319082253	-216.5987
2017/03/22 11:21:37.322834761	-216.5989
2017/03/22 11:21:38.317815685	-216.5986
2017/03/22 11:21:39.325255495	-216.5988
2017/03/22 11:21:40.317696517	-216.5987
2017/03/22 11:21:41.317956085	-216.5983
2017/03/22 11:21:42.321511447	-216.5991
2017/03/22 11:21:43.316671111	-216.5988
2017/03/22 11:21:44.316842763	-216.5980
2017/03/22 11:21:45.325442931	-216.5984
2017/03/22 11:21:46.316555753	-216.5981
2017/03/22 11:21:47.323041313	-216.5985
2017/03/22 11:21:48.324697259	-216.5986
2017/03/22 11:21:49.321246761	-216.5988
2017/03/22 11:21:50.319483394	-216.5993
2017/03/22 11:21:51.315697454	-216.5982
2017/03/22 11:21:52.315269431	-216.5975
2017/03/22 11:21:53.322571916	-216.5982
2017/03/22 11:21:55.324432454	-216.5978
2017/03/22 11:21:56.328496303	-216.5985
2017/03/22 11:21:58.334008780	-216.5989
2017/03/22 11:21:59.323620478	-216.5991
2017/03/22 11:22:00.332607796	-216.5990
2017/03/22 11:22:01.326452702	-216.6000
2017/03/22 11:22:02.322869844	-216.5994
2017/03/22 11:22:03.322839262	-216.5998
2017/03/22 11:22:04.322646168	-216.6006
2017/03/22 11:22:05.326464797	-216.6009
2017/03/22 11:22:06.321972253	-216.5999
2017/03/22 11:22:07.324081104	-216.6008
2017/03/22 11:22:08.325768414	-216.6012
2017/03/22 11:22:09.321114569	-216.6009
2017/03/22 11:22:10.323276218	-216.6001
2017/03/22 11:22:11.324522853	-216.6004
2017/03/22 11:22:12.320788744	-216.6000
2017/03/22 11:22:13.320667704	-216.5999
2017/03/22 11:22:14.322830081	-216.5987
2017/03/22 11:22:15.319793493	-216.5986
2017/03/22 11:22:16.321477171	-216.5996
2017/03/22 11:22:17.319452597	-216.5991
2017/03/22 11:22:18.319274761	-216.5994
2017/03/22 11:22:19.329157716	-216.5996
2017/03/22 11:22:20.319201733	-216.6001
2017/03/22 11:22:21.318465273	-216.6004
2017/03/22 11:22:22.318427670	-216.5996
2017/03/22 11:22:23.325429711	-216.5997
2017/03/22 11:22:24.318285615	-216.5986
2017/03/22 11:22:25.317663836	-216.5981
2017/03/22 11:22:26.317230607	-216.5988
2017/03/22 11:22:27.326469563	-216.5975
2017/03/22 11:22:28.317582024	-216.5983
2017/03/22 11:22:29.316731250	-216.5978
2017/03/22 11:22:30.322258930	-216.5977
2017/03/22 11:22:31.317214545	-216.5987
2017/03/22 11:22:32.316276580	-216.5976
2017/03/22 11:22:33.316947639	-216.5969
2017/03/22 11:22:34.323108901	-216.5971
2017/03/22 11:22:35.315538662	-216.5969
2017/03/22 11:22:36.315907461	-216.5973
2017/03/22 11:22:37.325240996	-216.5972
2017/03/22 11:22:38.318447719	-216.5962
2017/03/22 11:22:39.318292287	-216.5966
2017/03/22 11:22:40.314239570	-216.5969
2017/03/22 11:22:41.327651672	-216.5971
2017/03/22 11:22:42.324892159	-216.5968
2017/03/22 11:22:43.324150857	-216.5960
2017/03/22 11:22:44.327948899	-216.5964
2017/03/22 11:22:45.323923551	-216.5965
2017/03/22 11:22:46.323346698	-216.5951
2017/03/22 11:22:47.325995402	-216.5966
2017/03/22 11:22:48.326828007	-216.5960
2017/03/22 11:22:49.327123300	-216.5963
2017/03/22 11:22:50.335384395	-216.5952
2017/03/22 11:22:51.322664238	-216.5966
2017/03/22 11:22:52.331770232	-216.5969
2017/03/22 11:22:53.321811098	-216.5970
2017/03/22 11:22:54.328468135	-216.5976
2017/03/22 11:22:55.325567904	-216.5975
2017/03/22 11:22:56.321200819	-216.5982
2017/03/22 11:22:57.329052241	-216.5977
2017/03/22 11:22:58.328057119	-216.5968
2017/03/22 11:22:59.321032666	-216.5975
2017/03/22 11:23:00.324668800	-216.5978
2017/03/22 11:23:01.320245162	-216.5971
2017/03/22 11:23:02.319647725	-216.5968
2017/03/22 11:23:03.319864547	-216.5963
2017/03/22 11:23:04.319880347	-216.5950
2017/03/22 11:23:05.319158783	-216.5967
2017/03/22 11:23:06.322715116	-216.5970
2017/03/22 11:23:07.318936323	-216.5954
2017/03/22 11:23:08.318239949	-216.5963
2017/03/22 11:23:09.321067636	-216.5971
2017/03/22 11:23:10.318379932	-216.5947
2017/03/22 11:23:11.318041037	-216.5966
2017/03/22 11:23:12.317299615	-216.5961
2017/03/22 11:23:13.317811067	-216.5966
2017/03/22 11:23:15.317754026	-216.5970
2017/03/22 11:23:16.316302365	-216.5971
2017/03/22 11:23:17.318695433	-216.5974
2017/03/22 11:23:18.315691784	-216.5976
2017/03/22 11:23:19.317012777	-216.5979
2017/03/22 11:23:20.315888079	-216.5981
2017/03/22 11:23:21.315703222	-216.5974
2017/03/22 11:23:22.316305741	-216.5982
2017/03/22 11:23:23.322975856	-216.5989
2017/03/22 11:23:24.322863656	-216.5991
2017/03/22 11:23:25.314766280	-216.5979
2017/03/22 11:23:26.321956510	-216.5984
2017/03/22 11:23:27.334204259	-216.5992
2017/03/22 11:23:28.333558140	-216.5993
2017/03/22 11:23:29.328281247	-216.5992
2017/03/22 11:23:30.326106031	-216.6000
2017/03/22 11:23:31.323558194	-216.6004
2017/03/22 11:23:32.332190575	-216.5997
2017/03/22 11:23:33.322549567	-216.5992
2017/03/22 11:23:34.322816039	-216.6004
2017/03/22 11:23:36.326960117	-216.6003
2017/03/22 11:23:37.329730890	-216.5995
2017/03/22 11:23:39.324318791	-216.6003
2017/03/22 11:23:40.327468718	-216.5992
2017/03/22 11:23:41.320958084	-216.5980
2017/03/22 11:23:42.329958482	-216.5983
2017/03/22 11:23:44.320559728	-216.5981
2017/03/22 11:23:45.324190776	-216.5982
2017/03/22 11:23:46.320849630	-216.5983
2017/03/22 11:23:47.319974517	-216.5984
2017/03/22 11:23:48.323517770	-216.5994
2017/03/22 11:23:49.319462632	-216.5992
2017/03/22 11:23:50.326198262	-216.6001
2017/03/22 11:23:51.323341022	-216.5994
2017/03/22 11:23:53.318730105	-216.6008
2017/03/22 11:23:54.325425288	-216.6003
2017/03/22 11:23:55.318527141	-216.5997
2017/03/22 11:23:56.317494359	-216.6015
2017/03/22 11:23:57.326706433	-216.5995
2017/03/22 11:23:58.317509007	-216.6004
2017/03/22 11:23:59.325697686	-216.6002
2017/03/22 11:24:00.321458118	-216.5995
2017/03/22 11:24:01.317857338	-216.6001
2017/03/22 11:24:02.327199594	-216.5993
2017/03/22 11:24:03.316821222	-216.5989
2017/03/22 11:24:05.314527510	-216.5986
2017/03/22 11:24:06.320175682	-216.5996
2017/03/22 11:24:07.315470493	-216.5989
2017/03/22 11:24:08.315661885	-216.5997
2017/03/22 11:24:09.315610478	-216.5993
2017/03/22 11:24:10.319245282	-216.5990
2017/03/22 11:24:11.320822637	-216.5996
2017/03/22 11:24:12.314328836	-216.5995
2017/03/22 11:24:13.324156208	-216.5998
2017/03/22 11:24:14.324255929	-216.5989
2017/03/22 11:24:15.328241312	-216.5992
2017/03/22 11:24:16.326518029	-216.6000
