# Created by CSS Data Browser Version 3.2.17.201410011619
# 
# Start Time : 2017/02/24 10:10:54.038555704
# End Time   : 2017/02/24 10:40:54.038568049
# Source     : Plot
# Format     : Decimal (4 digits)
# 
# Data is in TAB-delimited columns, should import into e.g. Excel

# Channel: uB_OnDetPower_TPCPS_2_7_604/CURR_READ
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 
# Channel: uB_OnDetPower_TPCPS_2_7_604/SenseVOLT_READ
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 
# Channel: uB_TPCDrift_HV01_keithleyPickOff/getVoltage
# Archives:
# 1) RDB2
#    URL: jdbc:postgresql://smc-priv/slowmoncon_archive
#    Key: 2
# 2) RDB
#    URL: jdbc:postgresql://near2-priv/slowmoncon_archive
#    Key: 1
# 
# Channel: R (Gigaohms(
# 

Time	uB_OnDetPower_TPCPS_2_7_604/CURR_READ Value	uB_OnDetPower_TPCPS_2_7_604/SenseVOLT_READ Value	uB_TPCDrift_HV01_keithleyPickOff/getVoltage Value	R (Gigaohms( Value
2017/02/24 10:18:21.271900820	-0.0000	-392.7640	-0.9520	0.6644
2017/02/24 10:18:21.521942396	-0.0000	-392.7640	-0.9614	0.6644
2017/02/24 10:18:21.771654313	-0.0000	-399.5640	-0.9614	0.6759
2017/02/24 10:18:21.780960112	-0.0000	-399.5640	-0.9614	0.6764
2017/02/24 10:18:22.518348512	-0.0000	-399.5640	-0.9716	0.6764
2017/02/24 10:18:22.581350948	-0.0000	-399.5640	-0.9716	0.6765
2017/02/24 10:18:22.771941354	-0.0000	-399.9742	-0.9716	0.6772
2017/02/24 10:18:23.272415584	-0.0000	-399.9810	-0.9716	0.6772
2017/02/24 10:18:23.521243651	-0.0000	-399.9810	-0.9825	0.6772
2017/02/24 10:18:23.581949427	-0.0000	-399.9810	-0.9825	0.6772
2017/02/24 10:18:24.182015338	-0.0000	-399.9810	-0.9825	0.6772
2017/02/24 10:18:24.272648465	-0.0000	-399.9847	-0.9825	0.6772
2017/02/24 10:18:24.529315475	-0.0000	-399.9847	-0.9940	0.6772
2017/02/24 10:18:25.182414309	-0.0000	-399.9847	-0.9940	16.4641
2017/02/24 10:18:25.272599086	-0.0000	-399.9892	-0.9940	16.4643
2017/02/24 10:18:25.520616111	-0.0000	-399.9892	-1.0055	16.4643
2017/02/24 10:18:25.782901808	-0.0000	-399.9892	-1.0055	16.1937
2017/02/24 10:18:26.272831594	-0.0000	-399.9900	-1.0055	16.1937
2017/02/24 10:18:26.525176828	-0.0000	-399.9900	-1.0172	16.1937
2017/02/24 10:18:26.783209764	-0.0000	-399.9900	-1.0172	16.2405
2017/02/24 10:18:27.273361164	-0.0000	-399.9895	-1.0172	16.2405
2017/02/24 10:18:27.519718524	-0.0000	-399.9895	-1.0288	16.2405
2017/02/24 10:18:27.583673241	-0.0000	-399.9895	-1.0288	16.2933
2017/02/24 10:18:27.773188014	-0.0000	-399.9940	-1.0288	16.2935
2017/02/24 10:18:28.525637230	-0.0000	-399.9940	-1.0404	16.2935
2017/02/24 10:18:28.584289857	-0.0000	-399.9940	-1.0404	16.3636
2017/02/24 10:18:28.773494510	-0.0000	-399.9955	-1.0404	16.3637
2017/02/24 10:18:29.273479136	-0.0000	-399.9970	-1.0404	16.3637
2017/02/24 10:18:29.384469491	-0.0000	-399.9970	-1.0404	16.4202
2017/02/24 10:18:29.526867879	-0.0000	-399.9970	-1.0516	16.4202
2017/02/24 10:18:30.184887797	-0.0000	-399.9970	-1.0516	16.4715
2017/02/24 10:18:30.273841898	-0.0000	-399.9968	-1.0516	16.4715
2017/02/24 10:18:30.530054257	-0.0000	-399.9968	-1.0626	16.4715
2017/02/24 10:18:30.985481608	-0.0000	-399.9968	-1.0626	0.0214
2017/02/24 10:18:31.274106471	-0.0000	-399.9973	-1.0626	0.0214
2017/02/24 10:18:31.515907434	-0.0000	-399.9973	-1.0729	0.0214
2017/02/24 10:18:31.985572992	-0.0000	-399.9973	-1.0729	0.6772
2017/02/24 10:18:32.274041606	-0.0000	-399.9965	-1.0729	0.6772
2017/02/24 10:18:32.515855296	-0.0000	-399.9965	-1.0829	0.6772
2017/02/24 10:18:32.774083457	-0.0000	-399.9925	-1.0829	0.6772
2017/02/24 10:18:33.515872305	-0.0000	-399.9925	-1.0925	0.6772
2017/02/24 10:18:33.774266081	-0.0000	-399.9950	-1.0925	0.6772
2017/02/24 10:18:34.523760908	-0.0000	-399.9950	-1.1017	0.6772
2017/02/24 10:18:34.586777165	-0.0000	-399.9950	-1.1017	16.8753
2017/02/24 10:18:34.774322784	-0.0000	-399.9968	-1.1017	16.8754
2017/02/24 10:18:35.274810520	-0.0000	-399.9960	-1.1017	16.8753
2017/02/24 10:18:35.515245370	-0.0000	-399.9960	-1.1102	16.8753
2017/02/24 10:18:35.587355145	-0.0000	-399.9960	-1.1102	16.9723
2017/02/24 10:18:36.274959598	-0.0000	-399.9955	-1.1102	16.9723
2017/02/24 10:18:36.387686996	-0.0000	-399.9955	-1.1102	16.9829
2017/02/24 10:18:36.523336206	-0.0000	-399.9955	-1.1183	16.9829
2017/02/24 10:18:37.188097195	-0.0000	-399.9955	-1.1183	16.9703
2017/02/24 10:18:37.274978673	-0.0000	-399.9973	-1.1183	16.9704
2017/02/24 10:18:37.529298870	-0.0000	-399.9973	-1.1259	16.9704
2017/02/24 10:18:37.788288061	-0.0000	-399.9973	-1.1259	16.9760
2017/02/24 10:18:38.275232808	-0.0000	-400.0000	-1.1259	16.9761
2017/02/24 10:18:38.523637364	-0.0000	-400.0000	-1.1330	16.9761
2017/02/24 10:18:38.788565801	-0.0000	-400.0000	-1.1330	16.9822
2017/02/24 10:18:39.275495870	-0.0000	-399.9983	-1.1330	16.9821
2017/02/24 10:18:39.525256253	-0.0000	-399.9983	-1.1397	16.9821
2017/02/24 10:18:39.775269922	-0.0000	-399.9980	-1.1397	16.9821
2017/02/24 10:18:39.789050478	-0.0000	-399.9980	-1.1397	16.9934
2017/02/24 10:18:40.517414988	-0.0000	-399.9980	-1.1459	16.9934
2017/02/24 10:18:40.589416879	-0.0000	-399.9980	-1.1459	17.0001
2017/02/24 10:18:40.775524044	-0.0000	-399.9963	-1.1459	17.0000
2017/02/24 10:18:41.524079898	-0.0000	-399.9963	-1.1518	17.0000
2017/02/24 10:18:41.589908720	-0.0000	-399.9963	-1.1518	17.0158
2017/02/24 10:18:41.775719855	-0.0000	-399.9958	-1.1518	17.0158
2017/02/24 10:18:42.522141422	-0.0000	-399.9958	-1.1572	17.0158
2017/02/24 10:18:43.514025264	-0.0000	-399.9958	-1.1622	17.0158
2017/02/24 10:18:44.190818522	-0.0000	-399.9958	-1.1622	17.0410
2017/02/24 10:18:44.276406484	-0.0000	-399.9965	-1.1622	17.0410
2017/02/24 10:18:44.523093237	-0.0000	-399.9965	-1.1669	17.0410
2017/02/24 10:18:44.776260473	-0.0000	-399.9968	-1.1669	17.0411
2017/02/24 10:18:44.791000366	-0.0000	-399.9968	-1.1669	17.0444
2017/02/24 10:18:45.513851840	-0.0000	-399.9968	-1.1712	17.0444
2017/02/24 10:18:45.591264343	-0.0000	-399.9968	-1.1712	17.0567
2017/02/24 10:18:45.776879925	-0.0000	-399.9971	-1.1712	17.0567
2017/02/24 10:18:46.523095525	-0.0000	-399.9971	-1.1753	17.0567
2017/02/24 10:18:46.591693334	-0.0000	-399.9971	-1.1753	17.0652
2017/02/24 10:18:46.777377579	-0.0000	-399.9975	-1.1753	17.0652
2017/02/24 10:18:47.277249622	-0.0000	-399.9978	-1.1753	17.0652
2017/02/24 10:18:47.513708206	-0.0000	-399.9978	-1.1790	17.0652
2017/02/24 10:18:47.592380645	-0.0000	-399.9978	-1.1790	17.0570
2017/02/24 10:18:48.522339621	-0.0000	-399.9978	-1.1825	17.0570
2017/02/24 10:18:49.525501538	-0.0000	-399.9978	-1.1857	17.0570
2017/02/24 10:18:49.777296865	-0.0000	-399.9996	-1.1857	17.0571
2017/02/24 10:18:49.793266878	-0.0000	-399.9996	-1.1857	17.0670
2017/02/24 10:18:50.527527920	-0.0000	-399.9996	-1.1886	17.0670
2017/02/24 10:18:50.593687005	-0.0000	-399.9996	-1.1886	17.0751
2017/02/24 10:18:50.777609964	-0.0000	-400.0001	-1.1886	17.0751
2017/02/24 10:18:51.525285608	-0.0000	-400.0001	-1.1914	17.0751
2017/02/24 10:18:51.594311961	-0.0000	-400.0001	-1.1914	17.0798
2017/02/24 10:18:51.777902277	-0.0000	-400.0004	-1.1914	17.0798
2017/02/24 10:18:52.394744851	-0.0000	-400.0004	-1.1914	17.0916
2017/02/24 10:18:52.522408987	-0.0000	-400.0004	-1.1939	17.0916
2017/02/24 10:18:52.778047042	-0.0000	-400.0002	-1.1939	17.0916
2017/02/24 10:18:53.194761778	-0.0000	-400.0002	-1.1939	17.0952
2017/02/24 10:18:53.277988249	-0.0000	-400.0000	-1.1939	17.0952
2017/02/24 10:18:53.525072585	-0.0000	-400.0000	-1.1962	17.0952
2017/02/24 10:18:54.195360930	-0.0000	-400.0000	-1.1962	17.0961
2017/02/24 10:18:54.278391972	-0.0000	-399.9999	-1.1962	17.0961
2017/02/24 10:18:54.526309290	-0.0000	-399.9999	-1.1984	17.0961
2017/02/24 10:18:55.195989946	-0.0000	-399.9999	-1.1984	17.0805
2017/02/24 10:18:55.278241897	-0.0000	-399.9998	-1.1984	17.0805
2017/02/24 10:18:55.523697871	-0.0000	-399.9998	-1.2004	17.0805
2017/02/24 10:18:55.796828016	-0.0000	-399.9998	-1.2004	17.0912
2017/02/24 10:18:56.278497192	-0.0000	-399.9996	-1.2004	17.0912
2017/02/24 10:18:56.528958896	-0.0000	-399.9996	-1.2023	17.0912
2017/02/24 10:18:56.797729088	-0.0000	-399.9996	-1.2023	17.0955
2017/02/24 10:18:57.278432928	-0.0000	-399.9998	-1.2023	17.0955
2017/02/24 10:18:57.523360845	-0.0000	-399.9998	-1.2040	17.0955
2017/02/24 10:18:57.778430561	-0.0000	-400.0002	-1.2040	17.0955
2017/02/24 10:18:57.798056406	-0.0000	-400.0002	-1.2040	17.0902
2017/02/24 10:18:58.532042031	-0.0000	-400.0002	-1.2056	17.0902
2017/02/24 10:18:58.598499304	-0.0000	-400.0002	-1.2056	17.1005
2017/02/24 10:18:58.778724756	-0.0000	-400.0005	-1.2056	17.1005
2017/02/24 10:18:59.278985658	-0.0000	-400.0008	-1.2056	17.1005
2017/02/24 10:18:59.398917265	-0.0000	-400.0008	-1.2056	17.0924
2017/02/24 10:18:59.523340609	-0.0000	-400.0008	-1.2070	17.0924
2017/02/24 10:19:00.199287368	-0.0000	-400.0008	-1.2070	17.1020
2017/02/24 10:19:00.279159774	-0.0000	-400.0011	-1.2070	17.1020
2017/02/24 10:19:00.529145725	-0.0000	-400.0011	-1.2084	17.1020
2017/02/24 10:19:01.523171665	-0.0000	-400.0011	-1.2096	17.1020
2017/02/24 10:19:02.527565145	-0.0000	-400.0011	-1.2108	17.1020
2017/02/24 10:19:02.779475362	-0.0000	-400.0009	-1.2108	17.1020
2017/02/24 10:19:02.800757957	-0.0000	-400.0009	-1.2108	17.1132
2017/02/24 10:19:03.522788136	-0.0000	-400.0009	-1.2118	17.1132
2017/02/24 10:19:03.601235015	-0.0000	-400.0009	-1.2118	17.0939
2017/02/24 10:19:03.779902460	-0.0000	-400.0005	-1.2118	17.0939
2017/02/24 10:19:04.527858794	-0.0000	-400.0005	-1.2129	17.0939
2017/02/24 10:19:05.521898661	-0.0000	-400.0005	-1.2137	17.0939
2017/02/24 10:19:05.802175128	-0.0000	-400.0005	-1.2137	17.0832
2017/02/24 10:19:06.280369613	-0.0000	-399.9997	-1.2137	17.0831
2017/02/24 10:19:06.402275691	-0.0000	-399.9997	-1.2137	17.0980
2017/02/24 10:19:06.518966334	-0.0000	-399.9997	-1.2145	17.0980
2017/02/24 10:19:06.780555607	-0.0000	-399.9994	-1.2145	17.0980
2017/02/24 10:19:07.003106464	-0.0000	-399.9994	-1.2145	17.0931
2017/02/24 10:19:07.280298836	-0.0000	-399.9991	-1.2145	17.0931
2017/02/24 10:19:07.521875882	-0.0000	-399.9991	-1.2153	17.0931
2017/02/24 10:19:07.803321263	-0.0000	-399.9991	-1.2153	17.0982
2017/02/24 10:19:08.280432068	-0.0000	-399.9991	-1.2153	17.0982
2017/02/24 10:19:08.518324019	-0.0000	-399.9991	-1.2160	17.0982
2017/02/24 10:19:08.603300191	-0.0000	-399.9991	-1.2160	17.0936
2017/02/24 10:19:09.280856638	-0.0000	-399.9995	-1.2160	17.0936
2017/02/24 10:19:09.523315116	-0.0000	-399.9995	-1.2167	17.0936
2017/02/24 10:19:09.603717913	-0.0000	-399.9995	-1.2167	17.1162
2017/02/24 10:19:09.780687325	-0.0000	-399.9996	-1.2167	17.1162
2017/02/24 10:19:10.280886819	-0.0000	-399.9996	-1.2167	17.1162
2017/02/24 10:19:10.518119472	-0.0000	-399.9996	-1.2173	17.1162
2017/02/24 10:19:10.604128313	-0.0000	-399.9996	-1.2173	17.1154
2017/02/24 10:19:11.281195940	-0.0000	-399.9994	-1.2173	17.1154
2017/02/24 10:19:11.404471432	-0.0000	-399.9994	-1.2173	17.1349
2017/02/24 10:19:11.520307883	-0.0000	-399.9994	-1.2179	17.1349
2017/02/24 10:19:12.204562527	-0.0000	-399.9994	-1.2179	17.1322
2017/02/24 10:19:12.281629697	-0.0000	-399.9991	-1.2179	17.1322
2017/02/24 10:19:12.520193379	-0.0000	-399.9991	-1.2184	17.1322
2017/02/24 10:19:13.005265515	-0.0000	-399.9991	-1.2184	17.1325
2017/02/24 10:19:13.281271693	-0.0000	-399.9993	-1.2184	17.1325
2017/02/24 10:19:13.521203267	-0.0000	-399.9993	-1.2189	17.1325
2017/02/24 10:19:13.805246189	-0.0000	-399.9993	-1.2189	17.1298
2017/02/24 10:19:14.282068419	-0.0000	-399.9993	-1.2189	17.1298
2017/02/24 10:19:14.520088254	-0.0000	-399.9993	-1.2193	17.1298
2017/02/24 10:19:14.605645031	-0.0000	-399.9993	-1.2193	17.1326
2017/02/24 10:19:14.781596151	-0.0000	-399.9993	-1.2193	17.1326
2017/02/24 10:19:15.522756211	-0.0000	-399.9993	-1.2197	17.1326
2017/02/24 10:19:15.605989615	-0.0000	-399.9993	-1.2197	17.1408
2017/02/24 10:19:15.781918834	-0.0000	-399.9994	-1.2197	17.1408
2017/02/24 10:19:16.517145687	-0.0000	-399.9994	-1.2201	17.1408
2017/02/24 10:19:16.606312001	-0.0000	-399.9994	-1.2201	17.1186
2017/02/24 10:19:16.781973908	-0.0000	-399.9996	-1.2201	17.1186
2017/02/24 10:19:17.515779032	-0.0000	-399.9996	-1.2204	17.1186
2017/02/24 10:19:18.516047439	-0.0000	-399.9996	-1.2208	17.1186
2017/02/24 10:19:18.807218631	-0.0000	-399.9996	-1.2208	17.1264
2017/02/24 10:19:19.282450412	-0.0000	-400.0001	-1.2208	17.1264
2017/02/24 10:19:19.515644480	-0.0000	-400.0001	-1.2211	17.1264
2017/02/24 10:19:19.782549942	-0.0000	-399.9999	-1.2211	17.1264
2017/02/24 10:19:19.807666045	-0.0000	-399.9999	-1.2211	17.1322
2017/02/24 10:19:20.515355231	-0.0000	-399.9999	-1.2214	17.1322
2017/02/24 10:19:20.607905128	-0.0000	-399.9999	-1.2214	17.1256
2017/02/24 10:19:21.283358353	-0.0000	-399.9998	-1.2214	17.1256
2017/02/24 10:19:21.515642286	-0.0000	-399.9998	-1.2216	17.1256
2017/02/24 10:19:21.608141411	-0.0000	-399.9998	-1.2216	17.1173
2017/02/24 10:19:21.782758884	-0.0000	-400.0000	-1.2216	17.1173
2017/02/24 10:19:22.408431008	-0.0000	-400.0000	-1.2216	17.1407
2017/02/24 10:19:22.515311139	-0.0000	-400.0000	-1.2219	17.1407
2017/02/24 10:19:22.782823359	-0.0000	-399.9999	-1.2219	17.1407
2017/02/24 10:19:23.209162439	-0.0000	-399.9999	-1.2219	17.1343
2017/02/24 10:19:23.283232177	-0.0000	-399.9997	-1.2219	17.1343
2017/02/24 10:19:23.514671676	-0.0000	-399.9997	-1.2221	17.1343
2017/02/24 10:19:24.209172020	-0.0000	-399.9997	-1.2221	17.1301
2017/02/24 10:19:24.283414400	-0.0000	-399.9995	-1.2221	17.1301
2017/02/24 10:19:24.523735046	-0.0000	-399.9995	-1.2223	17.1301
2017/02/24 10:19:25.009497184	-0.0000	-399.9995	-1.2223	17.1443
2017/02/24 10:19:25.517405928	-0.0000	-399.9995	-1.2225	17.1443
2017/02/24 10:19:26.009951044	-0.0000	-399.9995	-1.2225	17.1344
2017/02/24 10:19:26.283874886	-0.0000	-399.9995	-1.2225	17.1344
2017/02/24 10:19:26.522413615	-0.0000	-399.9995	-1.2227	17.1344
2017/02/24 10:19:26.784910628	-0.0000	-399.9995	-1.2227	17.1344
2017/02/24 10:19:26.810263951	-0.0000	-399.9995	-1.2227	17.1358
2017/02/24 10:19:27.514087837	-0.0000	-399.9995	-1.2229	17.1358
2017/02/24 10:19:27.610786584	-0.0000	-399.9995	-1.2229	17.1587
2017/02/24 10:19:27.784154349	-0.0000	-399.9995	-1.2229	17.1587
2017/02/24 10:19:28.411362296	-0.0000	-399.9995	-1.2229	17.1370
2017/02/24 10:19:28.514364236	-0.0000	-399.9995	-1.2231	17.1370
2017/02/24 10:19:28.784178323	-0.0000	-399.9993	-1.2231	17.1369
2017/02/24 10:19:29.211388184	-0.0000	-399.9993	-1.2231	17.1446
2017/02/24 10:19:29.284115116	-0.0000	-399.9991	-1.2231	17.1446
2017/02/24 10:19:29.526931085	-0.0000	-399.9991	-1.2232	17.1446
2017/02/24 10:19:30.012066625	-0.0000	-399.9991	-1.2232	17.1555
2017/02/24 10:19:30.284552328	-0.0000	-399.9988	-1.2232	17.1555
2017/02/24 10:19:30.522326519	-0.0000	-399.9988	-1.2234	17.1555
2017/02/24 10:19:30.812407825	-0.0000	-399.9988	-1.2234	17.1422
2017/02/24 10:19:31.284890422	-0.0000	-399.9985	-1.2234	17.1422
2017/02/24 10:19:31.513393558	-0.0000	-399.9985	-1.2235	17.1422
2017/02/24 10:19:31.812594678	-0.0000	-399.9985	-1.2235	17.1030
2017/02/24 10:19:32.285006737	-0.0000	-399.9980	-1.2235	17.1029
2017/02/24 10:19:32.524926837	-0.0000	-399.9980	-1.2236	17.1029
2017/02/24 10:19:32.613482419	-0.0000	-399.9980	-1.2236	17.2924
2017/02/24 10:19:32.784981243	-0.0000	-399.9979	-1.2236	17.2924
2017/02/24 10:19:33.513157524	-0.0000	-399.9979	-1.2238	17.2924
2017/02/24 10:19:33.613689658	-0.0000	-399.9979	-1.2238	17.1685
2017/02/24 10:19:33.785154583	-0.0000	-399.9978	-1.2238	17.1685
2017/02/24 10:19:34.534215504	-0.0000	-399.9978	-1.2239	17.1685
2017/02/24 10:19:34.614035618	-0.0000	-399.9978	-1.2239	17.1711
2017/02/24 10:19:34.785255054	-0.0000	-399.9981	-1.2239	17.1711
2017/02/24 10:19:35.285830946	-0.0000	-399.9982	-1.2239	17.1711
2017/02/24 10:19:35.414285278	-0.0000	-399.9982	-1.2239	17.1714
2017/02/24 10:19:35.525205403	-0.0000	-399.9982	-1.2240	17.1714
2017/02/24 10:19:36.214770467	-0.0000	-399.9982	-1.2240	17.1627
2017/02/24 10:19:36.522418271	-0.0000	-399.9982	-1.2241	17.1627
2017/02/24 10:19:36.785239990	-0.0000	-399.9979	-1.2241	17.1626
2017/02/24 10:19:37.014994575	-0.0000	-399.9979	-1.2241	17.1639
2017/02/24 10:19:37.285813924	-0.0000	-399.9976	-1.2241	17.1639
2017/02/24 10:19:37.529667598	-0.0000	-399.9976	-1.2242	17.1639
2017/02/24 10:19:37.815221852	-0.0000	-399.9976	-1.2242	17.1575
2017/02/24 10:19:38.285910866	-0.0000	-399.9974	-1.2242	17.1575
2017/02/24 10:19:38.521906014	-0.0000	-399.9974	-1.2243	17.1575
2017/02/24 10:19:38.815680067	-0.0000	-399.9974	-1.2243	17.1450
2017/02/24 10:19:39.286014799	-0.0000	-399.9973	-1.2243	17.1450
2017/02/24 10:19:39.524158970	-0.0000	-399.9973	-1.2244	17.1450
2017/02/24 10:19:39.615929931	-0.0000	-399.9973	-1.2244	17.1778
2017/02/24 10:19:39.786117820	-0.0000	-399.9977	-1.2244	17.1778
2017/02/24 10:19:40.416345948	-0.0000	-399.9977	-1.2244	19.8264
2017/02/24 10:19:40.529074622	-0.0000	-399.9977	-1.2245	19.8264
2017/02/24 10:19:40.786233257	-0.0000	-399.9982	-1.2245	19.8264
2017/02/24 10:19:41.216793188	-0.0000	-399.9982	-1.2245	16.2342
2017/02/24 10:19:41.286472144	-0.0000	-399.9984	-1.2245	16.2342
2017/02/24 10:19:41.524811189	-0.0000	-399.9984	-1.2245	16.2342
2017/02/24 10:19:42.017143162	-0.0000	-399.9984	-1.2245	17.0407
2017/02/24 10:19:42.286699183	-0.0000	-399.9984	-1.2245	17.0407
2017/02/24 10:19:42.520410673	-0.0000	-399.9984	-1.2246	17.0407
2017/02/24 10:19:43.017819315	-0.0000	-399.9984	-1.2246	17.0319
2017/02/24 10:19:43.287003269	-0.0000	-399.9985	-1.2246	17.0319
2017/02/24 10:19:43.523608796	-0.0000	-399.9985	-1.2247	17.0319
2017/02/24 10:19:43.818212461	-0.0000	-399.9985	-1.2247	17.0414
2017/02/24 10:19:44.529475308	-0.0000	-399.9985	-1.2248	17.0414
2017/02/24 10:19:45.523388143	-0.0000	-399.9985	-1.2248	17.0414
2017/02/24 10:19:46.019276660	-0.0000	-399.9985	-1.2248	17.1060
2017/02/24 10:19:46.288061933	-0.0000	-399.9987	-1.2248	17.1060
2017/02/24 10:19:46.418976529	-0.0000	-399.9987	-1.2248	17.1121
2017/02/24 10:19:46.520348280	-0.0000	-399.9987	-1.2249	17.1121
2017/02/24 10:19:46.787702267	-0.0000	-399.9987	-1.2249	17.1121
2017/02/24 10:19:47.219467374	-0.0000	-399.9987	-1.2249	17.1373
2017/02/24 10:19:47.287720522	-0.0000	-399.9988	-1.2249	17.1373
2017/02/24 10:19:47.527426374	-0.0000	-399.9988	-1.2249	17.1373
2017/02/24 10:19:48.220196994	-0.0000	-399.9988	-1.2249	0.6773
2017/02/24 10:19:48.288484404	-0.0000	-401.1191	-1.2249	0.6792
2017/02/24 10:19:48.520002653	-0.0000	-401.1191	-1.2251	0.6792
2017/02/24 10:19:49.021079094	-0.0000	-401.1191	-1.2251	0.6799
2017/02/24 10:19:49.288360727	-0.0000	-409.8995	-1.2251	0.6948
2017/02/24 10:19:49.526922594	-0.0000	-409.8995	-1.2257	0.6948
2017/02/24 10:19:49.821643072	-0.0000	-409.8995	-1.2257	0.6955
2017/02/24 10:19:50.289171039	-0.0000	-418.6521	-1.2257	0.7104
2017/02/24 10:19:50.517344908	-0.0000	-418.6521	-1.2269	0.7104
2017/02/24 10:19:50.622034960	-0.0000	-418.6521	-1.2269	0.7111
2017/02/24 10:19:50.788888349	-0.0000	-427.4034	-1.2269	0.7259
2017/02/24 10:19:51.526567400	-0.0000	-427.4034	-1.2289	0.7259
2017/02/24 10:19:51.622769721	-0.0000	-427.4034	-1.2289	0.7267
2017/02/24 10:19:51.788702821	-0.0000	-436.1628	-1.2289	0.7416
2017/02/24 10:19:52.526670872	-0.0000	-436.1628	-1.2319	0.7416
2017/02/24 10:19:52.622736838	-0.0000	-436.1628	-1.2319	0.7423
2017/02/24 10:19:52.789128958	-0.0000	-444.2764	-1.2319	0.7561
2017/02/24 10:19:53.223380617	-0.0000	-444.2764	-1.2319	0.7569
2017/02/24 10:19:53.522921740	-0.0000	-444.2764	-1.2358	0.7569
2017/02/24 10:19:53.789266686	-0.0000	-453.0320	-1.2358	0.7718
2017/02/24 10:19:54.223788913	-0.0000	-453.0320	-1.2358	0.7726
2017/02/24 10:19:54.289493965	-0.0000	-461.7759	-1.2358	0.7875
2017/02/24 10:19:54.527051105	-0.0000	-461.7759	-1.2409	0.7875
2017/02/24 10:19:55.024009127	-0.0000	-461.7759	-1.2409	0.7883
2017/02/24 10:19:55.289675812	-0.0000	-469.8755	-1.2409	0.8022
2017/02/24 10:19:55.521038050	-0.0000	-469.8755	-1.2472	0.8022
2017/02/24 10:19:55.824553573	-0.0000	-469.8755	-1.2472	0.8030
2017/02/24 10:19:56.289904029	-0.0000	-478.6611	-1.2472	0.8180
2017/02/24 10:19:56.527238186	-0.0000	-478.6611	-1.2547	0.8180
2017/02/24 10:19:56.789631536	-0.0000	-485.9961	-1.2547	0.8305
2017/02/24 10:19:56.824744774	-0.0000	-485.9961	-1.2547	0.8313
2017/02/24 10:19:57.525238432	-0.0000	-485.9961	-1.2633	0.8313
2017/02/24 10:19:57.624904446	-0.0000	-485.9961	-1.2633	0.8321
2017/02/24 10:19:57.790007009	-0.0000	-494.7483	-1.2633	0.8471
2017/02/24 10:19:58.517783588	-0.0000	-494.7483	-1.2729	0.8471
2017/02/24 10:19:59.519918595	-0.0000	-494.7483	-1.2835	0.8471
2017/02/24 10:19:59.826230493	-0.0000	-494.7483	-1.2835	0.8476
2017/02/24 10:20:00.226076538	-0.0000	-494.7483	-1.2835	0.8476
2017/02/24 10:20:00.290409722	-0.0000	-499.9865	-1.2835	0.8566
2017/02/24 10:20:00.516936495	-0.0000	-499.9865	-1.2945	0.8566
2017/02/24 10:20:01.530946465	-0.0000	-499.9865	-1.3061	0.8566
2017/02/24 10:20:02.528679570	-0.0000	-499.9865	-1.3177	0.8566
2017/02/24 10:20:02.627086705	-0.0000	-499.9865	-1.3177	16.3333
2017/02/24 10:20:02.790614041	-0.0000	-499.9947	-1.3177	16.3336
2017/02/24 10:20:03.516225934	-0.0000	-499.9947	-1.3292	16.3336
2017/02/24 10:20:03.627220097	-0.0000	-499.9947	-1.3292	16.3723
2017/02/24 10:20:03.790781826	-0.0000	-499.9975	-1.3292	16.3724
2017/02/24 10:20:04.427958395	-0.0000	-499.9975	-1.3292	16.4230
2017/02/24 10:20:04.518349315	-0.0000	-499.9975	-1.3408	16.4230
2017/02/24 10:20:04.790853812	-0.0000	-499.9990	-1.3408	16.4231
2017/02/24 10:20:05.520979611	-0.0000	-499.9990	-1.3521	16.4231
2017/02/24 10:20:06.515707312	-0.0000	-499.9990	-1.3631	16.4231
2017/02/24 10:20:07.028935582	-0.0000	-499.9990	-1.3631	16.5653
2017/02/24 10:20:07.291412031	-0.0000	-499.9997	-1.3631	16.5653
2017/02/24 10:20:07.515953072	-0.0000	-499.9997	-1.3738	16.5653
2017/02/24 10:20:08.515282850	-0.0000	-499.9997	-1.3840	16.5653
2017/02/24 10:20:09.515074494	-0.0000	-499.9997	-1.3938	16.5653
2017/02/24 10:20:09.629982946	-0.0000	-499.9997	-1.3938	0.8567
2017/02/24 10:20:09.791977714	-0.0000	-499.9982	-1.3938	0.8566
2017/02/24 10:20:10.430324456	-0.0000	-499.9982	-1.3938	16.7450
2017/02/24 10:20:10.516943569	-0.0000	-499.9982	-1.4031	16.7450
2017/02/24 10:20:10.791942811	-0.0000	-500.0000	-1.4031	16.7451
2017/02/24 10:20:11.230442306	-0.0000	-500.0000	-1.4031	16.8858
2017/02/24 10:20:11.292125981	-0.0000	-500.0030	-1.4031	16.8859
2017/02/24 10:20:11.515123887	-0.0000	-500.0030	-1.4119	16.8859
2017/02/24 10:20:12.031076148	-0.0000	-500.0030	-1.4119	16.9025
2017/02/24 10:20:12.292238495	-0.0000	-500.0000	-1.4119	16.9024
